SeqID,True_Classification,Protax_Classification,Protax_Probability,Accuracy
SH1179627.08FU_AB811850_reps,Polyporales,Polyporales,0.887,1
SH1236883.08FU_UDB011616_refs,Polyporales,Polyporales,0.131,1
SH2593339.08FU_MN007009_reps,Polyporales,Polyporales,0.103,1
SH1177864.08FU_UDB019683_refs,Polyporales,Polyporales,0.847,1
SH1238598.08FU_KY948711_reps,Polyporales,Polyporales,0.856,1
SH1236484.08FU_AY219359_refs,Polyporales,Polyporales,0.502,1
SH1191500.08FU_MT470670_reps,Polyporales,Polyporales,0.757,1
SH1188629.08FU_MG279170_refs,Polyporales,Polyporales,0.606,1
SH1179652.08FU_KT965500_reps,Polyporales,Polyporales,0.87,1
SH1184411.08FU_KP135028_reps,Polyporales,Polyporales,0.516,1
SH1185278.08FU_KU360400_reps,Polyporales,Polyporales,0.45,1
SH1175319.08FU_KC456249_refs,Polyporales,Polyporales,0.491,1
SH1190062.08FU_KY980672_reps,Polyporales,Polyporales,0.101,1
SH1179633.08FU_AJ537407_reps,Polyporales,Polyporales,0.376,1
SH1191434.08FU_JX155891_reps,Polyporales,Polyporales,0.524,1
SH1154434.08FU_KC514838_reps,Polyporales,Polyporales,0.872,1
SH1215522.08FU_MF538576_reps,Polyporales,Polyporales,0.636,1
SH1168757.08FU_KY273032_reps,Polyporales,Polyporales,0.0809,1
SH1186496.08FU_KT156703_reps,Polyporales,Polyporales,0.824,1
SH1238614.08FU_DQ491400_reps,Polyporales,Polyporales,0.11,1
SH1177602.08FU_MT192441_reps,Polyporales,Polyporales,0.454,1
SH1175266.08FU_GU910558_reps,Polyporales,Polyporales,0.0226,1
SH1170430.08FU_KC543133_refs,Polyporales,Polyporales,0.913,1
SH1157489.08FU_KJ559446_reps,Polyporales,Polyporales,0.491,1
SH1188639.08FU_JX982569_reps,Polyporales,Polyporales,0.604,1
SH1191587.08FU_KF291010_reps,Polyporales,Polyporales,0.706,1
SH1172402.08FU_KU598873_refs,Polyporales,Polyporales,0.751,1
SH1169587.08FU_KJ885179_reps,Polyporales,Polyporales,0.135,1
SH1212395.08FU_JF680991_reps,Polyporales,Polyporales,0.624,1
SH1191552.08FU_MF399407_refs,Polyporales,Polyporales,0.768,1
SH1171847.08FU_JQ675316_reps,Polyporales,Polyporales,0.0749,1
SH1190064.08FU_KY969756_reps,Polyporales,Polyporales,0.101,1
SH3566813.08FU_MT235679_reps,Polyporales,Polyporales,0.291,1
SH3567794.08FU_MN908950_reps,Polyporales,NA,0,0
SH1146333.08FU_KX752600_refs,Polyporales,Polyporales,0.0765,1
SH2595830.08FU_MH631019_reps,Polyporales,Polyporales,0.0872,1
SH1153213.08FU_KF562020_reps,Polyporales,Polyporales,0.21,1
SH2593853.08FU_KX851622_reps,Polyporales,Polyporales,0.103,1
SH1176908.08FU_HQ225509_reps,Polyporales,Polyporales,0.857,1
SH1186493.08FU_JF894106_reps,Polyporales,Polyporales,0.528,1
SH1149656.08FU_U65662_reps,Polyporales,Polyporales,0.0706,1
SH1193274.08FU_KP814195_reps,Polyporales,Polyporales,0.278,1
SH1179618.08FU_AJ749970_reps,Polyporales,Polyporales,0.597,1
SH1190305.08FU_JX569733_reps,Polyporales,Polyporales,0.904,1
SH1182463.08FU_KX081079_reps,Polyporales,Polyporales,0.0766,1
SH1236698.08FU_AJ534293_refs,Polyporales,Polyporales,0.066,1
SH1173527.08FU_JQ700274_refs,Polyporales,Polyporales,0.503,1
SH2596007.08FU_MK429756_reps,Polyporales,Polyporales,0.0872,1
SH1192040.08FU_KU518951_refs,Polyporales,Polyporales,0.104,1
SH1213040.08FU_KP135052_reps,Polyporales,Polyporales,0.0798,1
SH1179658.08FU_MK119795_reps,Polyporales,Polyporales,0.591,1
SH1245745.08FU_AB462312_refs,Polyporales,Polyporales,0.105,1
SH1206146.08FU_JN710562_reps,Polyporales,Polyporales,0.767,1
SH1151988.08FU_FN813734_reps,Polyporales,Polyporales,0.859,1
SH1186498.08FU_KR015085_reps,Polyporales,Polyporales,0.789,1
SH1179625.08FU_MT027494_reps,Polyporales,Polyporales,0.0284,1
SH1225410.08FU_KC585354_reps,Polyporales,Polyporales,0.11,1
SH1179679.08FU_FJ411080_reps,Polyporales,Polyporales,0.545,1
SH1192035.08FU_UDB0385907_reps,Polyporales,Polyporales,0.0749,1
SH1149159.08FU_FJ411090_reps,Polyporales,Polyporales,0.0872,1
SH1177607.08FU_MN602051_reps,Polyporales,Polyporales,0.391,1
SH1173529.08FU_JQ314350_refs,Polyporales,Polyporales,0.423,1
SH1142442.08FU_KP814476_reps,Polyporales,Polyporales,0.107,1
SH1190360.08FU_MK184515_reps,Polyporales,Polyporales,0.85,1
SH1179700.08FU_MF796661_refs,Polyporales,Polyporales,0.865,1
SH1169633.08FU_MN984309_reps,Boletales,Boletales,0.771,1
SH1175661.08FU_UDB0765020_reps,Boletales,Boletales,0.0926,1
SH2592728.08FU_MG988194_reps,Boletales,Boletales,0.404,1
SH1169628.08FU_MN984334_reps,Boletales,Boletales,0.742,1
SH1226414.08FU_KU144805_reps,Boletales,Boletales,0.0926,1
SH1145100.08FU_DQ974748_reps,Boletales,Boletales,0.746,1
SH1178576.08FU_KC184442_refs,Boletales,Boletales,0.87,1
SH1157038.08FU_KT290024_reps,Boletales,Boletales,0.0926,1
SH1184470.08FU_KP242139_reps,Boletales,Boletales,0.0879,1
SH1142478.08FU_MH281861_reps,Boletales,Boletales,0.106,1
SH1151041.08FU_KP012979_reps,Boletales,Boletales,0.0926,1
SH1178151.08FU_LC368027_reps,Boletales,Boletales,0.0926,1
SH1142339.08FU_KT224913_reps,Boletales,Boletales,0.0926,1
SH1174146.08FU_KC552004_refs,Boletales,Boletales,0.0926,1
SH1156994.08FU_KM594958_reps,Boletales,Boletales,0.0926,1
SH1191835.08FU_KP004920_reps,Boletales,Boletales,0.0926,1
SH1186450.08FU_JN168775_reps,Boletales,Boletales,0.0926,1
SH1237621.08FU_LC368026_reps,Boletales,Boletales,0.0902,1
SH1145251.08FU_UDB009034_refs,Boletales,Boletales,0.889,1
SH1150647.08FU_AB973816_reps,Boletales,Boletales,0.0926,1
SH1180569.08FU_MF278769_reps,Boletales,Boletales,0.0895,1
SH1144906.08FU_KM269196_refs,Boletales,Boletales,0.0926,1
SH1150035.08FU_GQ205361_refs,Boletales,Boletales,0.0348,1
SH1172090.08FU_EU429519_reps,Boletales,Boletales,0.0582,1
SH1143870.08FU_KX453813_reps,Boletales,Boletales,0.0926,1
SH1181039.08FU_MF405929_reps,Boletales,Boletales,0.0926,1
SH1212830.08FU_KM373264_reps,Boletales,Boletales,0.797,1
SH2595620.08FU_MN250217_reps,Boletales,Boletales,0.0926,1
SH1238551.08FU_EU819439_refs,Boletales,Boletales,0.426,1
SH1238235.08FU_EU118644_refs,Boletales,Boletales,0.106,1
SH1143871.08FU_KX453808_reps,Boletales,Boletales,0.0926,1
SH1242572.08FU_MN128240_reps,Boletales,Boletales,0.0926,1
SH1184156.08FU_UDB000680_refs,Boletales,Boletales,0.963,1
SH1234189.08FU_JQ619167_refs,Boletales,Boletales,0.0926,1
SH1234224.08FU_FR852280_reps,Boletales,Boletales,0.897,1
SH1145839.08FU_HE817950_reps,Boletales,Boletales,0.0926,1
SH1180331.08FU_KP780419_refs,Boletales,Boletales,0.0926,1
SH1147017.08FU_LC219814_reps,Boletales,Boletales,0.699,1
SH1158644.08FU_HM583819_reps,Boletales,Boletales,0.67,1
SH1143873.08FU_KX453816_refs,Boletales,Boletales,0.0926,1
SH1187270.08FU_KP739273_refs,Boletales,Boletales,0.0926,1
SH1184429.08FU_LC043078_refs,Boletales,Boletales,0.0926,1
SH1226009.08FU_KP889715_reps,Boletales,Boletales,0.0926,1
SH1186327.08FU_KX792086_refs,Boletales,Boletales,0.0348,1
SH1153119.08FU_UDB016977_reps,Boletales,Boletales,0.0926,1
SH1213291.08FU_UDB024485_reps,Boletales,Boletales,0.0847,1
SH1234368.08FU_KX610683_reps,Boletales,Boletales,0.34,1
SH1152114.08FU_MH108572_reps,Boletales,Boletales,0.0926,1
SH1145222.08FU_DQ377397_reps,Russulales,Russulales,0.913,1
SH1226602.08FU_AF350065_reps,Russulales,Russulales,0.302,1
SH1151518.08FU_JF975641_reps,Russulales,Russulales,0.0996,1
SH1151511.08FU_KC222836_reps,Russulales,Russulales,0.555,1
SH1152945.08FU_JX456865_reps,Russulales,Russulales,0.0996,1
SH2593118.08FU_KX441219_reps,Russulales,Russulales,0.805,1
SH1157154.08FU_MF043522_reps,Russulales,Russulales,0.0646,1
SH1168707.08FU_KX441087_reps,Russulales,Russulales,0.92,1
SH1189479.08FU_MN102687_reps,Russulales,Russulales,0.0419,1
SH1185234.08FU_KT339247_reps,Russulales,Russulales,0.0996,1
SH1156916.08FU_MF461611_reps,Russulales,Russulales,0.721,1
SH1168663.08FU_KF412203_reps,Russulales,Russulales,0.696,1
SH1145212.08FU_KC424533_reps,Russulales,Russulales,0.894,1
SH1143103.08FU_KT354752_reps,Russulales,Russulales,0.0996,1
SH1187339.08FU_UDB004888_reps,Russulales,Russulales,0.0996,1
SH1193084.08FU_MH121206_reps,Russulales,Russulales,0.256,1
SH1226587.08FU_MG835429_reps,Russulales,Russulales,0.632,1
SH1172705.08FU_MK046805_reps,Russulales,Russulales,0.0578,1
SH1143491.08FU_AY606984_refs,Russulales,Russulales,0.0996,1
SH1237997.08FU_KT339250_reps,Russulales,Russulales,0.483,1
SH1145220.08FU_AB807991_reps,Russulales,Russulales,0.881,1
SH1168655.08FU_KP713777_refs,Russulales,Russulales,0.803,1
SH2592887.08FU_MH286463_reps,Russulales,Russulales,0.925,1
SH1172717.08FU_JX266622_reps,Russulales,Russulales,0.0996,1
SH2598742.08FU_UDB0765709_reps,Russulales,NA,0,0
SH1188804.08FU_AB571502_reps,Russulales,Russulales,0.0996,1
SH1236963.08FU_FJ820534_reps,Russulales,Russulales,0.0987,1
SH1188907.08FU_KP012859_reps,Russulales,Russulales,0.912,1
SH1145217.08FU_KJ668591_reps,Russulales,Russulales,0.917,1
SH1193070.08FU_KY449393_reps,Russulales,Russulales,0.801,1
SH1157506.08FU_KY800354_refs,Russulales,Russulales,0.0996,1
SH1226614.08FU_KP012856_reps,Russulales,Russulales,0.721,1
SH1226682.08FU_JQ902078_reps,Russulales,Russulales,0.718,1
SH1226619.08FU_UDB0765651_reps,Russulales,Russulales,0.0996,1
SH2596441.08FU_MK049977_reps,Russulales,Russulales,0.888,1
SH1168643.08FU_KM594887_reps,Russulales,Russulales,0.912,1
SH2598640.08FU_UDB0765133_reps,Russulales,Russulales,0.0996,1
SH1208003.08FU_KR108237_refs,Russulales,Russulales,0.444,1
SH1185106.08FU_MK049973_reps,Russulales,Russulales,0.608,1
SH1229933.08FU_LC219737_reps,Russulales,NA,0,0
SH1145466.08FU_UDB013891_reps,Russulales,Russulales,0.0996,1
SH1148637.08FU_HQ318233_reps,Russulales,Russulales,0.711,1
SH1174805.08FU_MT611016_reps,Russulales,Russulales,0.0996,1
SH1157307.08FU_AF218397_refs,Russulales,Russulales,0.0365,1
SH1228158.08FU_AY198191_refs,Russulales,Russulales,0.914,1
SH1168651.08FU_EU819514_reps,Russulales,Russulales,0.928,1
SH1211179.08FU_KM594831_reps,Russulales,Russulales,0.0996,1
SH1185206.08FU_AY606973_refs,Russulales,Russulales,0.0996,1
SH1148664.08FU_KX899331_reps,Russulales,Russulales,0.297,1
SH1168939.08FU_UDB007794_reps,Russulales,Russulales,0.537,1
SH1226628.08FU_HM189948_reps,Russulales,Russulales,0.943,1
SH1237569.08FU_KC152216_reps,Russulales,Russulales,0.891,1
SH1171736.08FU_HQ021775_reps,Russulales,Russulales,0.0996,1
SH1183250.08FU_KF220112_reps,Russulales,Russulales,0.871,1
SH1226623.08FU_KP754048_reps,Russulales,Russulales,0.508,1
SH1181467.08FU_KF386762_reps,Russulales,Russulales,0.934,1
SH1188840.08FU_MK564595_reps,Russulales,Russulales,0.451,1
SH1168688.08FU_GQ359819_reps,Russulales,Russulales,0.912,1
SH1168690.08FU_KX619505_reps,Russulales,Russulales,0.827,1
SH1187330.08FU_KP171173_refs,Russulales,Russulales,0.93,1
SH2591953.08FU_MH862332_reps,Russulales,Russulales,0.0761,1
SH1168642.08FU_AB507031_reps,Russulales,Russulales,0.909,1
SH1185625.08FU_UDB013968_reps,Russulales,Russulales,0.532,1
SH1188815.08FU_AB636427_reps,Russulales,Russulales,0.67,1
SH1185622.08FU_JQ902062_reps,Russulales,Russulales,0.0996,1
SH1149176.08FU_MH409974_reps,Russulales,Russulales,0.0907,1
SH1226592.08FU_UDB007697_reps,Russulales,Russulales,0.284,1
SH1145759.08FU_DQ061921_reps,Russulales,Russulales,0.906,1
SH1151512.08FU_UDB025291_reps,Russulales,Russulales,0.0996,1
SH1230262.08FU_AB807887_reps,Russulales,Russulales,0.0571,1
SH1168684.08FU_UDB0149888_reps,Russulales,Russulales,0.913,1
SH3567998.08FU_MN102697_reps,Russulales,Russulales,0.802,1
SH1174829.08FU_KX899365_reps,Russulales,Russulales,0.844,1
SH1156756.08FU_KJ807067_reps,Russulales,Russulales,0.0737,1
SH1181750.08FU_JX266626_reps,Russulales,Russulales,0.546,1
SH1188847.08FU_AB854698_reps,Russulales,Russulales,0.656,1
SH1188944.08FU_UDB004525_reps,Russulales,Russulales,0.0996,1
SH1212437.08FU_UDB004598_reps,Russulales,Russulales,0.569,1
SH1212826.08FU_DQ377387_reps,Russulales,Russulales,0.821,1
SH1174844.08FU_JN847475_reps,Russulales,Russulales,0.958,1
SH1188822.08FU_HE817953_reps,Russulales,Russulales,0.483,1
SH1191708.08FU_MF496149_reps,Russulales,Russulales,0.114,1
SH1212433.08FU_UDB016870_reps,Russulales,Russulales,0.0996,1
SH2597570.08FU_UDB0756849_reps,Russulales,Russulales,0.0996,1
SH1188817.08FU_KF386752_refs,Russulales,Russulales,0.722,1
SH1156914.08FU_JF960611_reps,Russulales,Russulales,0.644,1
SH1181459.08FU_MK386823_reps,Russulales,Russulales,0.905,1
SH1186276.08FU_UDB004445_reps,Russulales,Russulales,0.0996,1
SH1168623.08FU_KU551036_reps,Russulales,Russulales,0.887,1
SH1190637.08FU_AY513189_reps,Russulales,Russulales,0.771,1
SH2596442.08FU_MK049971_reps,Russulales,Russulales,0.719,1
SH1188814.08FU_LC315891_reps,Russulales,Russulales,0.293,1
SH1187354.08FU_UDB024504_reps,Russulales,Russulales,0.847,1
SH1185224.08FU_LN651269_reps,Russulales,Russulales,0.0996,1
SH1183588.08FU_KJ583213_reps,Russulales,Russulales,0.04,1
SH1237998.08FU_KT339251_reps,Russulales,Russulales,0.0996,1
SH1187351.08FU_UDB033598_reps,Russulales,Russulales,0.905,1
SH1234121.08FU_EU598202_reps,Russulales,Russulales,0.465,1
SH1230260.08FU_UDB001763_reps,Russulales,Russulales,0.0571,1
SH1211193.08FU_MG018123_reps,Russulales,Russulales,0.0996,1
SH1172733.08FU_HQ318234_refs,Russulales,Russulales,0.707,1
SH1156218.08FU_AB922970_reps,Russulales,Russulales,0.851,1
SH1187352.08FU_KP071269_reps,Russulales,Russulales,0.852,1
SH1226590.08FU_UDB015132_reps,Russulales,Russulales,0.625,1
SH1168648.08FU_KJ868237_reps,Russulales,Russulales,0.769,1
SH1226675.08FU_LC122109_reps,Russulales,Russulales,0.81,1
SH1172681.08FU_JF908308_reps,Russulales,Russulales,0.0996,1
SH1188808.08FU_KU751887_reps,Russulales,Russulales,0.78,1
SH1212599.08FU_AY606942_refs,Russulales,Russulales,0.0996,1
SH2597333.08FU_UDB0756774_reps,Russulales,Russulales,0.0996,1
SH1187334.08FU_UDB032698_reps,Russulales,Russulales,0.903,1
SH1174834.08FU_AB597706_reps,Russulales,Russulales,0.876,1
SH1145764.08FU_KU141236_reps,Russulales,Russulales,0.961,1
SH1168627.08FU_AY061731_reps,Russulales,Russulales,0.753,1
SH2590389.08FU_KM107870_reps,Russulales,Polyporales,0.0734,0
SH2592000.08FU_MH861803_reps,Russulales,Russulales,0.0761,1
SH1193067.08FU_MG231836_reps,Russulales,Russulales,0.075,1
SH1226630.08FU_KP012699_reps,Russulales,Russulales,0.0996,1
SH1183586.08FU_KJ583205_reps,Russulales,Russulales,0.0831,1
SH1168996.08FU_JQ405656_refs,Russulales,Russulales,0.0996,1
SH1236843.08FU_GU258280_refs,Russulales,Russulales,0.0996,1
SH3565203.08FU_MN908253_reps,Russulales,NA,0,0
SH3565885.08FU_MK211184_reps,Russulales,Russulales,0.077,1
SH1152826.08FU_EU711613_refs,Russulales,Russulales,0.939,1
SH1225947.08FU_EU846312_refs,Russulales,Russulales,0.0571,1
SH1172701.08FU_KP691436_reps,Russulales,Russulales,0.0996,1
SH2593116.08FU_KX441220_reps,Russulales,Russulales,0.634,1
SH1193062.08FU_KX553875_refs,Russulales,Russulales,0.719,1
SH1150707.08FU_UDB001761_reps,Russulales,Russulales,0.088,1
SH1187236.08FU_KR831284_refs,Russulales,Russulales,0.0996,1
SH2595990.08FU_MF631177_reps,Russulales,Russulales,0.115,1
SH1212594.08FU_GU258277_refs,Russulales,Russulales,0.613,1
SH1230261.08FU_FJ439518_reps,Russulales,Russulales,0.0571,1
SH1168658.08FU_KF002755_reps,Russulales,Russulales,0.932,1
SH1211194.08FU_LT602952_reps,Russulales,Russulales,0.887,1
SH1226212.08FU_LC013379_reps,Russulales,Russulales,0.693,1
SH1183590.08FU_MK713749_reps,Russulales,Russulales,0.0487,1
SH1158822.08FU_AF350057_reps,Russulales,Russulales,0.0996,1
SH1226610.08FU_KT933963_reps,Russulales,Russulales,0.751,1
SH1188723.08FU_JQ753870_reps,Russulales,Russulales,0.728,1
SH1212894.08FU_UDB013963_reps,Russulales,Russulales,0.0996,1
SH1207998.08FU_JX855033_refs,Russulales,Russulales,0.935,1
SH2603935.08FU_UDB0520083_reps,Russulales,Russulales,0.03,1
SH1236214.08FU_AY239342_reps,Russulales,Russulales,0.918,1
SH1145179.08FU_UDB0205697_reps,Russulales,Russulales,0.948,1
SH3565939.08FU_MN130098_reps,Russulales,Russulales,0.774,1
SH3566791.08FU_KY860421_reps,Russulales,NA,0,0
SH1226656.08FU_LC367742_reps,Russulales,Russulales,0.0996,1
SH1172683.08FU_MF611683_reps,Russulales,Russulales,0.67,1
SH2592002.08FU_MH861795_reps,Russulales,Russulales,0.0761,1
SH1156364.08FU_AF454401_reps,Russulales,Russulales,0.653,1
SH1193080.08FU_MH596850_reps,Russulales,Russulales,0.72,1
SH1186282.08FU_KP859265_reps,Russulales,Russulales,0.0571,1
SH1153488.08FU_FJ656009_reps,Russulales,Russulales,0.0996,1
SH1145193.08FU_EU222979_reps,Russulales,Russulales,0.91,1
SH2592027.08FU_MH861469_reps,Russulales,Russulales,0.0761,1
SH1191302.08FU_MF067426_reps,Russulales,Russulales,0.882,1
SH1172704.08FU_HQ318284_reps,Russulales,Russulales,0.0996,1
SH1211175.08FU_UDB0656648_reps,Russulales,Russulales,0.446,1
SH1148662.08FU_KP754019_reps,Russulales,Russulales,0.0996,1
SH1235286.08FU_UDB031135_reps,Russulales,Russulales,0.654,1
SH1145791.08FU_KX444316_reps,Russulales,Russulales,0.867,1
SH1174824.08FU_KM595055_reps,Russulales,Russulales,0.901,1
SH1149924.08FU_AB807973_reps,Russulales,Russulales,0.863,1
SH1187345.08FU_DQ777997_reps,Russulales,Russulales,0.872,1
SH1151509.08FU_GU258232_reps,Russulales,Russulales,0.354,1
SH1153483.08FU_MH063857_reps,Russulales,Russulales,0.0996,1
SH1188807.08FU_AB976621_reps,Russulales,Russulales,0.0996,1
SH1193064.08FU_KX578086_reps,Russulales,Russulales,0.109,1
SH1226634.08FU_MH211663_reps,Russulales,Russulales,0.685,1
SH1212438.08FU_UDB014023_reps,Russulales,Russulales,0.465,1
SH1223915.08FU_UDB0173807_reps,Russulales,Russulales,0.101,1
SH1229934.08FU_MG547644_reps,Russulales,Russulales,0.542,1
SH1236844.08FU_GU258282_refs,Russulales,Russulales,0.0996,1
SH1145758.08FU_AB982026_reps,Russulales,Russulales,0.958,1
SH1145201.08FU_EF619753_reps,Russulales,Russulales,0.836,1
SH1178969.08FU_JN168742_reps,Russulales,Russulales,0.0996,1
SH1189463.08FU_KR819054_reps,Russulales,Russulales,0.0996,1
SH1149252.08FU_FJ450050_reps,Corticiales,Corticiales,0.046,1
SH1172172.08FU_GU590876_refs,Corticiales,Corticiales,0.071,1
SH1205519.08FU_KJ668433_reps,Corticiales,Corticiales,0.505,1
SH2603429.08FU_UDB0401930_reps,Corticiales,NA,0,0
SH1205520.08FU_HM046888_refs,Corticiales,Corticiales,0.708,1
SH1244260.08FU_UDB0531394_reps,Corticiales,Corticiales,0.015,1
SH2615571.08FU_UDB0520653_reps,Corticiales,NA,0,0
SH1157209.08FU_KP322777_reps,Corticiales,Corticiales,0.071,1
SH1152302.08FU_EF635838_reps,Corticiales,Corticiales,0.0544,1
SH1205516.08FU_HM046910_reps,Corticiales,Corticiales,0.279,1
SH1181829.08FU_UDB031605_refs,Corticiales,Corticiales,0.245,1
SH3566781.08FU_MH178264_reps,Auriculariales,Auriculariales,0.404,1
SH3568423.08FU_MT040873_reps,Auriculariales,NA,0,0
SH2595380.08FU_MK391516_reps,Auriculariales,Auriculariales,0.218,1
SH1183223.08FU_KX262120_reps,Auriculariales,Auriculariales,0.643,1
SH1190996.08FU_KP889747_reps,Auriculariales,Auriculariales,0.0317,1
SH2592406.08FU_MK098890_reps,Auriculariales,Auriculariales,0.0661,1
SH1183201.08FU_GU053968_refs,Auriculariales,Auriculariales,0.0457,1
SH2609866.08FU_UDB0246535_reps,Auriculariales,Auriculariales,0.0169,1
SH3207317.08FU_MK098884_reps,Auriculariales,Auriculariales,0.0457,1
SH2610184.08FU_UDB0321570_reps,Auriculariales,Auriculariales,0.0125,1
SH1149393.08FU_UDB0565810_reps,Auriculariales,NA,0,0
SH1191416.08FU_KJ786674_reps,Auriculariales,Auriculariales,0.0457,1
SH1182733.08FU_KC222800_reps,Auriculariales,Auriculariales,0.0457,1
SH1183197.08FU_MG231564_reps,Auriculariales,Auriculariales,0.621,1
SH1179233.08FU_JX998755_reps,Auriculariales,Auriculariales,0.0442,1
SH1212236.08FU_UDB0226224_reps,Auriculariales,Auriculariales,0.0107,1
SH1183179.08FU_UDB019552_refs,Auriculariales,Auriculariales,0.376,1
SH1183176.08FU_DQ200918_refs,Auriculariales,Auriculariales,0.68,1
SH2612549.08FU_UDB0527130_reps,Auriculariales,NA,0,0
SH1145747.08FU_UDB015446_refs,Auriculariales,Auriculariales,0.0731,1
SH3567414.08FU_MN497256_reps,Auriculariales,NA,0,0
SH2596488.08FU_MK809465_reps,Auriculariales,Auriculariales,0.546,1
SH1160512.08FU_JN889905_reps,Auriculariales,Auriculariales,0.0457,1
SH1183196.08FU_UDB0754293_refs,Auriculariales,Auriculariales,0.563,1
SH1175551.08FU_UDB0350880_reps,Auriculariales,Auriculariales,0.0317,1
SH1179760.08FU_AB871759_reps,Auriculariales,Auriculariales,0.0678,1
SH1182516.08FU_MK737448_reps,Auriculariales,NA,0,0
SH2602692.08FU_UDB0613842_reps,Auriculariales,Auriculariales,0.0104,1
SH1182529.08FU_MT028028_reps,Auriculariales,Auriculariales,0.0333,1
SH1183198.08FU_GU053925_reps,Auriculariales,Auriculariales,0.0401,1
SH1212235.08FU_HQ441577_reps,Auriculariales,Auriculariales,0.0434,1
SH1173571.08FU_UDB0764892_reps,Auriculariales,Auriculariales,0.0415,1
SH1189118.08FU_MK484047_refs,Auriculariales,Auriculariales,0.0552,1
SH2615198.08FU_UDB0507520_reps,Auriculariales,NA,0,0
SH1244441.08FU_MT062845_reps,Geastrales,Geastrales,0.0445,1
SH1218077.08FU_KF988450_refs,Geastrales,Geastrales,0.17,1
SH2595519.08FU_MT366729_reps,Geastrales,Geastrales,0.0363,1
SH1218061.08FU_UDB019744_refs,Geastrales,Geastrales,0.616,1
SH1152918.08FU_UDB0759895_reps,Geastrales,NA,0,0
SH1218071.08FU_KC581967_reps,Geastrales,Geastrales,0.0563,1
SH1237846.08FU_JN845186_reps,Geastrales,Geastrales,0.0563,1
SH1183245.08FU_KF988368_refs,Geastrales,Geastrales,0.112,1
SH1218085.08FU_MW018894_reps,Geastrales,Geastrales,0.348,1
SH1217561.08FU_KJ127029_reps,Geastrales,Geastrales,0.0563,1
SH1218072.08FU_KP687500_refs,Geastrales,Geastrales,0.0563,1
SH1237847.08FU_KF988349_refs,Geastrales,Geastrales,0.0563,1
SH1218063.08FU_EU784249_refs,Geastrales,Geastrales,0.465,1
SH2608102.08FU_UDB0187896_reps,Geastrales,NA,0,0
SH1241563.08FU_MF158626_reps,Geastrales,Geastrales,0.0563,1
SH1150300.08FU_KJ127030_reps,Geastrales,Geastrales,0.0563,1
SH1217532.08FU_JX136287_refs,Geastrales,Geastrales,0.544,1
SH1179845.08FU_MH211748_reps,Geastrales,Geastrales,0.301,1
SH3567873.08FU_MT908248_reps,Geastrales,Geastrales,0.0972,1
SH1177726.08FU_KF988388_refs,Geastrales,Geastrales,0.0563,1
SH2593708.08FU_UDB0337945_reps,Geastrales,Geastrales,0.111,1
SH1151614.08FU_UDB0372414_reps,Geastrales,Geastrales,0.0493,1
SH1218064.08FU_KP687506_refs,Geastrales,Geastrales,0.526,1
SH2604692.08FU_UDB090151_reps,Trechisporales,NA,0,0
SH1191244.08FU_MH041529_refs,Trechisporales,Trechisporales,0.061,1
SH1240329.08FU_UDB0234263_reps,Trechisporales,Trechisporales,0.0361,1
SH1191241.08FU_UDB024244_refs,Trechisporales,Trechisporales,0.46,1
SH1144097.08FU_UDB024249_refs,Trechisporales,Trechisporales,0.154,1
SH1160218.08FU_GU054018_reps,Trechisporales,Trechisporales,0.0466,1
SH1179559.08FU_JQ673205_reps,Trechisporales,Trechisporales,0.0542,1
SH1241474.08FU_UDB014769_reps,Trechisporales,Trechisporales,0.0506,1
SH1182319.08FU_UDB0490787_reps,Trechisporales,Trechisporales,0.0332,1
SH1173576.08FU_KC928276_reps,Trechisporales,Trechisporales,0.061,1
SH1173492.08FU_GU054146_refs,Trechisporales,Trechisporales,0.061,1
SH1180887.08FU_GQ999494_reps,Trechisporales,Trechisporales,0.061,1
SH1173502.08FU_UDB0500416_reps,Trechisporales,Trechisporales,0.0395,1
SH1172299.08FU_JX317273_refs,Trechisporales,Trechisporales,0.061,1
SH1180886.08FU_KP814334_reps,Trechisporales,Trechisporales,0.061,1
SH1173495.08FU_KU534688_reps,Trechisporales,Trechisporales,0.274,1
SH1173360.08FU_MH041532_refs,Trechisporales,Trechisporales,0.061,1
SH2615817.08FU_UDB0557997_reps,Trechisporales,NA,0,0
SH1173487.08FU_JF300723_refs,Trechisporales,Trechisporales,0.204,1
SH1145751.08FU_UDB014091_reps,Trechisporales,Trechisporales,0.061,1
SH3565704.08FU_MK514945_reps,Trechisporales,NA,0,0
SH1172303.08FU_FN813738_reps,Trechisporales,Trechisporales,0.061,1
SH1171998.08FU_FJ475686_refs,Trechisporales,Trechisporales,0.83,1
SH1179213.08FU_MH041511_refs,Trechisporales,Trechisporales,0.293,1
SH2605624.08FU_UDB0179232_reps,Trechisporales,Russulales,0.0321,0
SH1173486.08FU_KJ140560_refs,Trechisporales,Trechisporales,0.0679,1
SH1236939.08FU_GU054080_reps,Trechisporales,Trechisporales,0.0506,1
SH1180894.08FU_UDB0768721_reps,Trechisporales,Trechisporales,0.0419,1
SH1180877.08FU_UDB0550598_reps,Trechisporales,Trechisporales,0.0398,1
SH1173359.08FU_MN207054_refs,Trechisporales,Trechisporales,0.184,1
SH1236330.08FU_AF324169_reps,Phallales,Phallales,0.0463,1
SH1183658.08FU_MG817717_reps,Phallales,Phallales,0.126,1
