SeqID,True_Classification,Protax_Classification,Protax_Probability,Accuracy
SH1143668.08FU_JQ409360_reps,Hymenochaetales,Hymenochaetales,0.326,1
SH1175928.08FU_KP012961_reps,Hymenochaetales,Hymenochaetales,0.112,1
SH1230826.08FU_AY436628_reps,Hymenochaetales,Hymenochaetales,0.108,1
SH1146001.08FU_KP814343_reps,Hymenochaetales,Hymenochaetales,0.721,1
SH1151780.08FU_GQ411524_refs,Hymenochaetales,Hymenochaetales,0.885,1
SH1153519.08FU_LC535810_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH3567454.08FU_MH599101_reps,Hymenochaetales,NA,0.0,0
SH1152053.08FU_UDB028178_refs,Hymenochaetales,Hymenochaetales,0.113,1
SH3567983.08FU_MK693730_reps,Hymenochaetales,NA,0.0,0
SH1172127.08FU_KY800399_reps,Hymenochaetales,Hymenochaetales,0.58,1
SH1146000.08FU_DQ647439_reps,Hymenochaetales,Hymenochaetales,0.125,1
SH1175929.08FU_KR078277_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1178061.08FU_KR073081_refs,Hymenochaetales,Hymenochaetales,0.808,1
SH1155284.08FU_MT232351_reps,Hymenochaetales,Hymenochaetales,0.0853,1
SH1239521.08FU_DQ873595_reps,Hymenochaetales,Hymenochaetales,0.0853,1
SH2596471.08FU_MH050752_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1205404.08FU_MG008425_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1172012.08FU_KR350571_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1151772.08FU_UDB028164_refs,Hymenochaetales,Hymenochaetales,0.619,1
SH1151764.08FU_AF145586_refs,Hymenochaetales,Hymenochaetales,0.956,1
SH3565105.08FU_MN945976_reps,Hymenochaetales,NA,0.0,0
SH3566991.08FU_MT153875_reps,Hymenochaetales,NA,0.0,0
SH3567763.08FU_MN816710_reps,Hymenochaetales,Hymenochaetales,0.756,1
SH2598799.08FU_UDB0415116_reps,Hymenochaetales,Hymenochaetales,0.0261,1
SH1151787.08FU_UDB031874_refs,Hymenochaetales,Hymenochaetales,0.86,1
SH1191219.08FU_MF860788_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1151766.08FU_AF145585_refs,Hymenochaetales,Hymenochaetales,0.902,1
SH1205401.08FU_MG008435_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1178057.08FU_KT862163_reps,Hymenochaetales,Hymenochaetales,0.726,1
SH1239991.08FU_DQ873593_refs,Hymenochaetales,Hymenochaetales,0.0853,1
SH2592525.08FU_MH880209_reps,Hymenochaetales,Hymenochaetales,0.332,1
SH2608336.08FU_UDB0193076_reps,Hymenochaetales,NA,0.0,0
SH1187183.08FU_MN918574_reps,Hymenochaetales,Hymenochaetales,0.615,1
SH2605897.08FU_UDB0119432_reps,Hymenochaetales,Hymenochaetales,0.262,1
SH1159966.08FU_FJ179463_reps,Hymenochaetales,Hymenochaetales,0.0391,1
SH1188663.08FU_KX364802_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1179070.08FU_KX181297_reps,Hymenochaetales,Hymenochaetales,0.11,1
SH1179696.08FU_JX141453_refs,Polyporales,Polyporales,0.314,1
SH1143622.08FU_KU941840_reps,Polyporales,Polyporales,0.0872,1
SH1153187.08FU_UDB038108_reps,Polyporales,Polyporales,0.101,1
SH3568413.08FU_MT497887_reps,Polyporales,NA,0.0,0
SH1184740.08FU_KJ654618_reps,Polyporales,Polyporales,0.593,1
SH1190334.08FU_KX880631_reps,Polyporales,Polyporales,0.767,1
SH1177882.08FU_EU232184_reps,Polyporales,Polyporales,0.625,1
SH2595870.08FU_MH544275_reps,Polyporales,Polyporales,0.104,1
SH1191567.08FU_MT561708_reps,Polyporales,Polyporales,0.392,1
SH1189544.08FU_KR135353_reps,Polyporales,Polyporales,0.0694,1
SH1179601.08FU_JQ781877_refs,Polyporales,Polyporales,0.866,1
SH1173483.08FU_KY131859_reps,Polyporales,Polyporales,0.0612,1
SH1190302.08FU_KC867352_refs,Polyporales,Polyporales,0.662,1
SH1191435.08FU_GQ851812_reps,Polyporales,Polyporales,0.416,1
SH1191427.08FU_AF479667_refs,Polyporales,Polyporales,0.856,1
SH1179677.08FU_KY449437_refs,Polyporales,Polyporales,0.262,1
SH1184407.08FU_KP134998_reps,Polyporales,Polyporales,0.45,1
SH1190320.08FU_KU981307_reps,Polyporales,Polyporales,0.779,1
SH1237915.08FU_KM609017_refs,Polyporales,Polyporales,0.11,1
SH1238144.08FU_FJ820616_reps,Polyporales,Polyporales,0.0798,1
SH1146330.08FU_UDB016376_refs,Polyporales,Polyporales,0.719,1
SH1190362.08FU_MH347290_reps,Polyporales,Polyporales,0.557,1
SH1154437.08FU_KC585258_reps,Polyporales,Polyporales,0.788,1
SH1152003.08FU_KF699124_refs,Polyporales,Polyporales,0.819,1
SH1152304.08FU_GQ268623_reps,Polyporales,Polyporales,0.109,1
SH1236884.08FU_AF343320_reps,Polyporales,Polyporales,0.127,1
SH1153218.08FU_HM583814_reps,Polyporales,Polyporales,0.668,1
SH2596456.08FU_MK834523_reps,Polyporales,Polyporales,0.256,1
SH1153567.08FU_AF516560_reps,Polyporales,Polyporales,0.103,1
SH1212995.08FU_UDB023522_refs,Polyporales,Polyporales,0.741,1
SH1177885.08FU_MG231820_reps,Polyporales,Polyporales,0.911,1
SH1179600.08FU_JQ781858_refs,Polyporales,Polyporales,0.945,1
SH1186500.08FU_JN645065_reps,Polyporales,Polyporales,0.817,1
SH1188637.08FU_MK119835_reps,Polyporales,Polyporales,0.808,1
SH1153135.08FU_FN907913_refs,Polyporales,Polyporales,0.11,1
SH1145895.08FU_UDB032398_refs,Polyporales,Polyporales,0.11,1
SH1149306.08FU_UDB031310_refs,Polyporales,Polyporales,0.0864,1
SH1153081.08FU_JQ919927_reps,Polyporales,Polyporales,0.564,1
SH1154433.08FU_UDB003344_refs,Polyporales,Polyporales,0.912,1
SH3221496.08FU_UDB0143274_reps,Polyporales,NA,0.0,0
SH1170415.08FU_FN907916_refs,Polyporales,Polyporales,0.902,1
SH1238933.08FU_KP135033_reps,Polyporales,Polyporales,0.0937,1
SH1171805.08FU_KY655336_refs,Polyporales,Polyporales,0.0616,1
SH1172399.08FU_GQ999233_reps,Polyporales,Polyporales,0.836,1
SH1172395.08FU_GQ999511_reps,Polyporales,Polyporales,0.104,1
SH1179628.08FU_AF255098_reps,Polyporales,Polyporales,0.832,1
SH1215524.08FU_UDB0351428_reps,Polyporales,Polyporales,0.811,1
SH1212391.08FU_MT050490_reps,Polyporales,Polyporales,0.748,1
SH1150367.08FU_UDB0780441_reps,Polyporales,NA,0.0,0
SH1188635.08FU_JQ001852_refs,Polyporales,Polyporales,0.0766,1
SH1184134.08FU_KR605769_refs,Polyporales,Polyporales,0.074,1
SH1153069.08FU_JQ700296_refs,Polyporales,Polyporales,0.942,1
SH1153072.08FU_KU866249_refs,Polyporales,Polyporales,0.954,1
SH1235528.08FU_JQ700283_refs,Polyporales,Polyporales,0.11,1
SH1191464.08FU_MH298914_reps,Polyporales,Polyporales,0.0798,1
SH1153565.08FU_JN165003_refs,Polyporales,Polyporales,0.109,1
SH1178757.08FU_MK116484_reps,Polyporales,Polyporales,0.175,1
SH1184404.08FU_KP135016_refs,Polyporales,Polyporales,0.0557,1
SH1179636.08FU_JX243845_reps,Polyporales,Polyporales,0.737,1
SH1186468.08FU_UDB015395_refs,Polyporales,Polyporales,0.91,1
SH1186473.08FU_JX109860_refs,Polyporales,Polyporales,0.955,1
SH1151130.08FU_UDB032573_reps,Polyporales,Polyporales,0.4,1
SH1239625.08FU_UDB038157_reps,Polyporales,Polyporales,0.101,1
SH1179623.08FU_JQ314373_refs,Polyporales,Polyporales,0.194,1
SH1183938.08FU_KX548970_refs,Polyporales,Polyporales,0.55,1
SH1190295.08FU_KP283482_refs,Polyporales,Polyporales,0.921,1
SH1190299.08FU_MN077520_reps,Polyporales,Polyporales,0.578,1
SH1190306.08FU_LC052221_refs,Polyporales,Polyporales,0.767,1
SH1190529.08FU_MF626346_refs,Polyporales,Polyporales,0.742,1
SH1181079.08FU_KT711014_refs,Polyporales,Polyporales,0.505,1
SH1191509.08FU_KX752596_refs,Polyporales,Polyporales,0.489,1
SH1154225.08FU_AF516569_refs,Polyporales,Polyporales,0.109,1
SH1191520.08FU_AY219340_reps,Polyporales,Polyporales,0.504,1
SH1150393.08FU_UDB037836_refs,Polyporales,Polyporales,0.079,1
SH3567393.08FU_MN077532_reps,Polyporales,Polyporales,0.68,1
SH1206159.08FU_UDB0514103_reps,Polyporales,Polyporales,0.834,1
SH1169585.08FU_AJ534259_reps,Polyporales,Polyporales,0.439,1
SH1186489.08FU_JX134278_refs,Polyporales,Polyporales,0.897,1
SH1153085.08FU_KX423689_refs,Polyporales,Polyporales,0.646,1
SH1192186.08FU_MG430347_reps,Polyporales,Polyporales,0.11,1
SH1152001.08FU_HM583849_reps,Polyporales,Polyporales,0.465,1
SH1181163.08FU_MF496146_reps,Polyporales,Polyporales,0.109,1
SH1146339.08FU_JX623944_refs,Polyporales,Polyporales,0.0798,1
SH1237914.08FU_KC344410_refs,Polyporales,Polyporales,0.11,1
SH1191546.08FU_KP135095_refs,Polyporales,Polyporales,0.675,1
SH1180221.08FU_KC414263_reps,Polyporales,Polyporales,0.89,1
SH1181930.08FU_UDB019412_reps,Polyporales,Polyporales,0.11,1
SH1172401.08FU_JQ821319_reps,Polyporales,Polyporales,0.358,1
SH1186484.08FU_MG719299_reps,Polyporales,Polyporales,0.105,1
SH1190323.08FU_MG211674_reps,Polyporales,Polyporales,0.102,1
SH1191499.08FU_UDB024133_refs,Polyporales,Polyporales,0.307,1
SH1189804.08FU_KY646478_reps,Polyporales,Polyporales,0.0839,1
SH1142328.08FU_KT361638_reps,Polyporales,Polyporales,0.109,1
SH1153066.08FU_JQ700272_refs,Polyporales,Polyporales,0.945,1
SH1215527.08FU_KY131871_refs,Polyporales,Polyporales,0.782,1
SH1215491.08FU_MT279492_reps,Polyporales,Polyporales,0.843,1
SH1238615.08FU_DQ491402_reps,Polyporales,Polyporales,0.447,1
SH1151999.08FU_KX900918_reps,Polyporales,Polyporales,0.854,1
SH1177598.08FU_KY630517_reps,Polyporales,Polyporales,0.0766,1
SH1191537.08FU_KP135146_reps,Polyporales,Polyporales,0.732,1
SH1180219.08FU_MG231881_reps,Polyporales,Polyporales,0.903,1
SH1215486.08FU_KR673607_reps,Polyporales,Polyporales,0.747,1
SH2596193.08FU_UDB0173483_reps,Polyporales,Polyporales,0.468,1
SH1184324.08FU_MT372798_reps,Polyporales,Polyporales,0.815,1
SH1206143.08FU_UDB0413838_reps,Polyporales,Thelephorales,0.925,0
SH1190319.08FU_KR014257_reps,Polyporales,Polyporales,0.109,1
SH1190307.08FU_EU232216_refs,Polyporales,Polyporales,0.608,1
SH1188641.08FU_KY968688_reps,Polyporales,Polyporales,0.678,1
SH1179639.08FU_FJ411085_refs,Polyporales,Polyporales,0.612,1
SH1170418.08FU_LC176773_reps,Polyporales,Polyporales,0.11,1
SH1181335.08FU_UDB0272026_reps,Polyporales,Polyporales,0.0233,1
SH1190335.08FU_KY706053_reps,Polyporales,Polyporales,0.109,1
SH1179654.08FU_MG279151_reps,Polyporales,Polyporales,0.869,1
SH1190294.08FU_UDB039614_reps,Polyporales,Polyporales,0.877,1
SH1190316.08FU_MK641481_reps,Polyporales,Polyporales,0.651,1
SH1176916.08FU_MN749591_reps,Polyporales,Polyporales,0.794,1
SH1215404.08FU_UDB0755016_reps,Polyporales,NA,0.0,0
SH1186478.08FU_LN997745_reps,Polyporales,Polyporales,0.847,1
SH1189836.08FU_MK796502_reps,Polyporales,Polyporales,0.068,1
SH1236835.08FU_DQ309071_refs,Polyporales,Polyporales,0.118,1
SH1150169.08FU_JN710585_reps,Polyporales,Polyporales,0.101,1
SH1180539.08FU_KX752606_refs,Polyporales,Polyporales,0.0726,1
SH1179640.08FU_JX310849_reps,Polyporales,Polyporales,0.818,1
SH1215407.08FU_MK659920_reps,Polyporales,Polyporales,0.0979,1
SH1179659.08FU_MK345440_reps,Polyporales,Polyporales,0.84,1
SH1154435.08FU_KT895877_reps,Polyporales,Polyporales,0.828,1
SH1146338.08FU_MG572749_reps,Polyporales,Polyporales,0.0708,1
SH3566423.08FU_MT386396_reps,Polyporales,Polyporales,0.541,1
SH1153219.08FU_KR093908_reps,Polyporales,Polyporales,0.274,1
SH1181710.08FU_UDB016314_refs,Polyporales,Polyporales,0.104,1
SH1212996.08FU_UDB037799_reps,Polyporales,Polyporales,0.444,1
SH1177878.08FU_KY174996_reps,Polyporales,Polyporales,0.513,1
SH1184132.08FU_MH211809_reps,Polyporales,Polyporales,0.121,1
SH1177864.08FU_UDB019683_refs,Polyporales,Polyporales,0.847,1
SH1180683.08FU_EU030134_reps,Polyporales,Polyporales,0.955,1
SH1238598.08FU_KY948711_reps,Polyporales,Polyporales,0.856,1
SH1179652.08FU_KT965500_reps,Polyporales,Polyporales,0.87,1
SH1188785.08FU_MF139552_reps,Polyporales,Polyporales,0.101,1
SH1237912.08FU_KU515851_reps,Polyporales,Polyporales,0.0613,1
SH1185278.08FU_KU360400_reps,Polyporales,Polyporales,0.45,1
SH1188633.08FU_MK531821_reps,Polyporales,Polyporales,0.903,1
SH1184135.08FU_UDB015612_refs,Polyporales,Polyporales,0.954,1
SH1215402.08FU_UDB0755471_reps,Polyporales,Polyporales,0.067,1
SH1206144.08FU_JN592510_refs,Polyporales,Polyporales,0.793,1
SH1206141.08FU_UDB032153_refs,Polyporales,Polyporales,0.936,1
SH1238148.08FU_JX623935_reps,Polyporales,Polyporales,0.0798,1
SH1179649.08FU_GQ337912_refs,Polyporales,Polyporales,0.555,1
SH1168757.08FU_KY273032_reps,Polyporales,Polyporales,0.0809,1
SH1186496.08FU_KT156703_reps,Polyporales,Polyporales,0.824,1
SH1185962.08FU_JN572910_refs,Polyporales,Polyporales,0.066,1
SH1179675.08FU_KX962547_reps,Polyporales,Polyporales,0.468,1
SH1148975.08FU_DQ309069_refs,Polyporales,Polyporales,0.0953,1
SH1150756.08FU_KC585328_reps,Polyporales,Polyporales,0.0856,1
SH1151946.08FU_JX310847_refs,Polyporales,Polyporales,0.653,1
SH1191587.08FU_KF291010_reps,Polyporales,Polyporales,0.706,1
SH1186471.08FU_KC867379_refs,Polyporales,Polyporales,0.902,1
SH1190337.08FU_KM229603_reps,Polyporales,Polyporales,0.869,1
SH1172402.08FU_KU598873_refs,Polyporales,Polyporales,0.751,1
SH2596369.08FU_MK881899_reps,Polyporales,Polyporales,0.0944,1
SH1191561.08FU_KJ668489_reps,Polyporales,Polyporales,0.605,1
SH1192102.08FU_MG572764_reps,Polyporales,Polyporales,0.106,1
SH1190064.08FU_KY969756_reps,Polyporales,Polyporales,0.101,1
SH3567301.08FU_MT782651_reps,Polyporales,NA,0.0,0
SH2595798.08FU_MH475301_reps,Polyporales,Polyporales,0.101,1
SH2595830.08FU_MH631019_reps,Polyporales,Polyporales,0.0872,1
SH2593853.08FU_KX851622_reps,Polyporales,Polyporales,0.103,1
SH1238815.08FU_KM104122_reps,Polyporales,Polyporales,0.068,1
SH1190315.08FU_JQ868745_reps,Polyporales,Polyporales,0.872,1
SH1182869.08FU_JF713081_reps,Polyporales,Polyporales,0.736,1
SH1238132.08FU_KP283496_reps,Polyporales,Polyporales,0.0695,1
SH1191496.08FU_KP135158_reps,Polyporales,Polyporales,0.769,1
SH1179630.08FU_KR816509_reps,Polyporales,Polyporales,0.81,1
SH1179622.08FU_JQ919900_reps,Polyporales,Polyporales,0.497,1
SH1173527.08FU_JQ700274_refs,Polyporales,Polyporales,0.503,1
SH1143406.08FU_JN710531_refs,Polyporales,Polyporales,0.101,1
SH1191576.08FU_MH268059_reps,Polyporales,Polyporales,0.814,1
SH1148972.08FU_EF029226_refs,Polyporales,Polyporales,0.104,1
SH1206146.08FU_JN710562_reps,Polyporales,Polyporales,0.767,1
SH1179617.08FU_MT232636_reps,Polyporales,Polyporales,0.766,1
SH1179653.08FU_JQ861746_refs,Polyporales,Polyporales,0.703,1
SH1237677.08FU_KC848253_reps,Polyporales,Polyporales,0.782,1
SH1191514.08FU_KX752598_refs,Polyporales,Polyporales,0.0583,1
SH1156033.08FU_UDB065913_reps,Polyporales,Polyporales,0.0731,1
SH1205884.08FU_MT076170_reps,Polyporales,Polyporales,0.338,1
SH1184382.08FU_KU941853_refs,Polyporales,Polyporales,0.0872,1
SH1149159.08FU_FJ411090_reps,Polyporales,Polyporales,0.0872,1
SH1182984.08FU_UDB023656_refs,Polyporales,Polyporales,0.124,1
SH1177607.08FU_MN602051_reps,Polyporales,Polyporales,0.391,1
SH1173529.08FU_JQ314350_refs,Polyporales,Polyporales,0.423,1
SH1179700.08FU_MF796661_refs,Polyporales,Polyporales,0.865,1
SH1145094.08FU_FM995549_reps,Boletales,Boletales,0.793,1
SH1169633.08FU_MN984309_reps,Boletales,Boletales,0.771,1
SH3568913.08FU_MN594292_reps,Boletales,NA,0.0,0
SH1152236.08FU_EU569237_reps,Boletales,Boletales,0.0926,1
SH2593206.08FU_MG273867_reps,Boletales,Boletales,0.262,1
SH1144081.08FU_MG912842_reps,Boletales,Boletales,0.0926,1
SH1151360.08FU_JN168780_reps,Boletales,Boletales,0.0926,1
SH1150036.08FU_AM113465_refs,Boletales,Boletales,0.544,1
SH1239476.08FU_MK560098_reps,Boletales,Boletales,0.091,1
SH1226414.08FU_KU144805_reps,Boletales,Boletales,0.0926,1
SH1145100.08FU_DQ974748_reps,Boletales,Boletales,0.746,1
SH1144220.08FU_MN306142_reps,Boletales,Boletales,0.0926,1
SH1157038.08FU_KT290024_reps,Boletales,Boletales,0.0926,1
SH1212840.08FU_UDB013098_reps,Boletales,Boletales,0.0926,1
SH1168571.08FU_AB973721_reps,Boletales,Boletales,0.0926,1
SH1227981.08FU_EU569234_reps,Boletales,Boletales,0.0926,1
SH1150639.08FU_UDB013848_reps,Boletales,Boletales,0.0926,1
SH2593404.08FU_KY271036_reps,Boletales,Boletales,0.0926,1
SH1150647.08FU_AB973816_reps,Boletales,Boletales,0.0926,1
SH1178573.08FU_KC184472_reps,Boletales,Boletales,0.89,1
SH1212667.08FU_KM975485_refs,Boletales,Boletales,0.0926,1
SH1158639.08FU_UDB038094_refs,Boletales,Boletales,0.689,1
SH1184482.08FU_MG018097_reps,Boletales,Boletales,0.0926,1
SH1178150.08FU_AB251818_reps,Boletales,Boletales,0.0926,1
SH1238480.08FU_KP242154_reps,Boletales,Boletales,0.0926,1
SH1181035.08FU_AB807905_reps,Boletales,Boletales,0.0926,1
SH1226757.08FU_KJ951990_refs,Boletales,Boletales,0.828,1
SH2595620.08FU_MN250217_reps,Boletales,Boletales,0.0926,1
SH1238551.08FU_EU819439_refs,Boletales,Boletales,0.426,1
SH1153104.08FU_AF270786_refs,Boletales,Boletales,0.873,1
SH1180332.08FU_MK226543_reps,Boletales,Boletales,0.0926,1
SH1240533.08FU_AY544779_reps,Boletales,Boletales,0.0926,1
SH1238543.08FU_FM213340_refs,Boletales,Boletales,0.912,1
SH1147019.08FU_KC215209_reps,Boletales,Boletales,0.824,1
SH1142632.08FU_AM747520_refs,Boletales,Boletales,0.736,1
SH1226759.08FU_MH885357_reps,Boletales,Boletales,0.777,1
SH1179911.08FU_KX899742_reps,Boletales,Boletales,0.0878,1
SH1181514.08FU_HE817966_reps,Boletales,Boletales,0.0926,1
SH1188532.08FU_KC184466_reps,Boletales,Boletales,0.0926,1
SH1147016.08FU_UDB000436_refs,Boletales,Boletales,0.96,1
SH1239289.08FU_KJ786702_reps,Boletales,Boletales,0.0926,1
SH1143766.08FU_KX899240_reps,Boletales,Boletales,0.0926,1
SH1213291.08FU_UDB024485_reps,Boletales,Boletales,0.0847,1
SH1227978.08FU_KT923676_reps,Boletales,Boletales,0.0926,1
SH2592520.08FU_MH910538_reps,Boletales,Boletales,0.0846,1
SH1145478.08FU_UDB0765167_reps,Boletales,Boletales,0.0926,1
SH1212666.08FU_MT939284_reps,Boletales,Boletales,0.105,1
SH1172107.08FU_MK621187_reps,Boletales,Boletales,0.0926,1
SH1153165.08FU_AF374646_refs,Boletales,Boletales,0.594,1
SH1145222.08FU_DQ377397_reps,Russulales,Russulales,0.913,1
SH1193092.08FU_FJ820714_reps,Russulales,Russulales,0.042,1
SH1151515.08FU_KR364092_reps,Russulales,Russulales,0.0996,1
SH1221398.08FU_KX579784_reps,Russulales,Russulales,0.955,1
SH1226593.08FU_UDB015105_reps,Russulales,Russulales,0.465,1
SH1156916.08FU_MF461611_reps,Russulales,Russulales,0.721,1
SH1168682.08FU_EU597057_reps,Russulales,Russulales,0.926,1
SH1145212.08FU_KC424533_reps,Russulales,Russulales,0.894,1
SH1187339.08FU_UDB004888_reps,Russulales,Russulales,0.0996,1
SH1226587.08FU_MG835429_reps,Russulales,Russulales,0.632,1
SH1143491.08FU_AY606984_refs,Russulales,Russulales,0.0996,1
SH1185627.08FU_JQ902074_reps,Russulales,Russulales,0.0996,1
SH1152866.08FU_FR852036_reps,Russulales,Russulales,0.912,1
SH1168641.08FU_KY574365_reps,Russulales,Russulales,0.869,1
SH1208000.08FU_JQ716931_refs,Russulales,Russulales,0.855,1
SH1172717.08FU_JX266622_reps,Russulales,Russulales,0.0996,1
SH1187337.08FU_KR819089_reps,Russulales,Russulales,0.518,1
SH1151171.08FU_KP347668_refs,Russulales,Russulales,0.0996,1
SH1226638.08FU_KJ705234_reps,Russulales,Russulales,0.795,1
SH1172737.08FU_KR364096_reps,Russulales,Russulales,0.769,1
SH1188907.08FU_KP012859_reps,Russulales,Russulales,0.912,1
SH1142272.08FU_KR819058_reps,Russulales,Russulales,0.0996,1
SH1145218.08FU_LC315884_reps,Russulales,Russulales,0.914,1
SH1145241.08FU_KY582717_reps,Russulales,Russulales,0.908,1
SH1151170.08FU_KC154118_reps,Russulales,Russulales,0.0996,1
SH1226643.08FU_UDB015111_reps,Russulales,Russulales,0.839,1
SH1191314.08FU_MH125231_reps,Russulales,Russulales,0.0996,1
SH1172699.08FU_KR364053_reps,Russulales,Russulales,0.0996,1
SH1172707.08FU_KM073088_reps,Russulales,Russulales,0.0996,1
SH1236545.08FU_LC364246_reps,Russulales,Russulales,0.353,1
SH1186040.08FU_MG722733_reps,Russulales,Russulales,0.441,1
SH1221417.08FU_UDB0766525_reps,Russulales,Russulales,0.0996,1
SH1181452.08FU_KJ769279_reps,Russulales,Russulales,0.934,1
SH1187378.08FU_UDB0756974_reps,Russulales,Russulales,0.0996,1
SH1189862.08FU_KU559351_reps,Russulales,Russulales,0.0871,1
SH1181023.08FU_MN102679_reps,Russulales,Russulales,0.0518,1
SH1212595.08FU_KR135360_reps,Russulales,Russulales,0.754,1
SH1174805.08FU_MT611016_reps,Russulales,Russulales,0.0996,1
SH1172739.08FU_JN388978_refs,Russulales,Russulales,0.81,1
SH1228158.08FU_AY198191_refs,Russulales,Russulales,0.914,1
SH1187353.08FU_UDB013910_reps,Russulales,Russulales,0.794,1
SH1168632.08FU_KX899726_reps,Russulales,Russulales,0.634,1
SH1168861.08FU_MW031163_reps,Russulales,Russulales,0.308,1
SH1187355.08FU_HF675610_reps,Russulales,Russulales,0.966,1
SH1151510.08FU_GU258305_reps,Russulales,Russulales,0.0996,1
SH1145203.08FU_UDB031534_reps,Russulales,Russulales,0.844,1
SH1226628.08FU_HM189948_reps,Russulales,Russulales,0.943,1
SH1145215.08FU_AY239346_reps,Russulales,Russulales,0.859,1
SH1156911.08FU_HQ533045_reps,Russulales,Russulales,0.732,1
SH1168752.08FU_LC008295_reps,Russulales,Russulales,0.0996,1
SH1172680.08FU_EU375718_reps,Russulales,Russulales,0.696,1
SH1156913.08FU_AF454421_refs,Russulales,Russulales,0.706,1
SH1192051.08FU_JQ405657_refs,Russulales,Russulales,0.0996,1
SH1226596.08FU_MT559559_reps,Russulales,Russulales,0.56,1
SH1184430.08FU_UDB0767606_reps,Russulales,NA,0.0,0
SH1185620.08FU_KR819066_reps,Russulales,Russulales,0.0996,1
SH2591953.08FU_MH862332_reps,Russulales,Russulales,0.0761,1
SH1174836.08FU_KR135366_reps,Russulales,Russulales,0.892,1
SH1190636.08FU_MN744655_reps,Russulales,Russulales,0.546,1
SH1145221.08FU_AB807980_reps,Russulales,Russulales,0.823,1
SH1189461.08FU_KR819082_reps,Russulales,Russulales,0.0996,1
SH1211180.08FU_AY878656_reps,Russulales,Russulales,0.0996,1
SH1193059.08FU_UDB017896_refs,Russulales,Russulales,0.945,1
SH1189857.08FU_MH109054_refs,Russulales,Russulales,0.11,1
SH1151517.08FU_GU258230_reps,Russulales,Russulales,0.0996,1
SH1151512.08FU_UDB025291_reps,Russulales,Russulales,0.0996,1
SH1189465.08FU_KC154109_refs,Russulales,Russulales,0.0996,1
SH1152841.08FU_AB922925_reps,Russulales,Russulales,0.874,1
SH3566790.08FU_KY860385_reps,Russulales,Russulales,0.0523,1
SH1157796.08FU_KY353803_reps,Russulales,Russulales,0.0996,1
SH1145191.08FU_MG547648_reps,Russulales,Russulales,0.847,1
SH1156756.08FU_KJ807067_reps,Russulales,Russulales,0.0737,1
SH1174963.08FU_MT345273_reps,Russulales,Russulales,0.65,1
SH1181750.08FU_JX266626_reps,Russulales,Russulales,0.546,1
SH1188847.08FU_AB854698_reps,Russulales,Russulales,0.656,1
SH1212437.08FU_UDB004598_reps,Russulales,Russulales,0.569,1
SH1226636.08FU_MF946269_reps,Russulales,Russulales,0.808,1
SH2591693.08FU_MK748181_reps,Russulales,Russulales,0.696,1
SH1188813.08FU_KP033481_reps,Russulales,Russulales,0.0996,1
SH1191708.08FU_MF496149_reps,Russulales,Russulales,0.114,1
SH1174871.08FU_KF412215_reps,Russulales,Russulales,0.746,1
SH1172684.08FU_HQ318286_refs,Russulales,Russulales,0.0996,1
SH1188895.08FU_EU526008_reps,Russulales,Russulales,0.892,1
SH1168694.08FU_HQ204716_reps,Russulales,Russulales,0.933,1
SH2598025.08FU_UDB0760062_reps,Russulales,Russulales,0.0996,1
SH1190637.08FU_AY513189_reps,Russulales,Russulales,0.771,1
SH2596442.08FU_MK049971_reps,Russulales,Russulales,0.719,1
SH1172682.08FU_AB854676_reps,Russulales,Russulales,0.523,1
SH1183588.08FU_KJ583213_reps,Russulales,Russulales,0.04,1
SH1230260.08FU_UDB001763_reps,Russulales,Russulales,0.0571,1
SH1158829.08FU_KM594914_reps,Russulales,Russulales,0.0996,1
SH2592036.08FU_MH861426_reps,Russulales,Russulales,0.0761,1
SH1193082.08FU_MH858812_reps,Russulales,Russulales,0.0871,1
SH1142273.08FU_LK392607_reps,Russulales,Russulales,0.0996,1
SH1181021.08FU_GU258299_refs,Russulales,Russulales,0.721,1
SH1190633.08FU_MH279682_reps,Russulales,Russulales,0.759,1
SH1226590.08FU_UDB015132_reps,Russulales,Russulales,0.625,1
SH1151172.08FU_UDB033605_reps,Russulales,Russulales,0.0996,1
SH2591678.08FU_MK105627_reps,Russulales,Russulales,0.851,1
SH1226598.08FU_KF412384_reps,Russulales,Russulales,0.578,1
SH1226624.08FU_KR819095_reps,Russulales,Russulales,0.0996,1
SH2597333.08FU_UDB0756774_reps,Russulales,Russulales,0.0996,1
SH1193077.08FU_KF800098_reps,Russulales,Russulales,0.387,1
SH1221397.08FU_KX358053_reps,Russulales,Russulales,0.923,1
SH1159351.08FU_KM269077_refs,Russulales,Russulales,0.886,1
SH1183585.08FU_KJ583215_reps,Russulales,Russulales,0.291,1
SH1187334.08FU_UDB032698_reps,Russulales,Russulales,0.903,1
SH1174834.08FU_AB597706_reps,Russulales,Russulales,0.876,1
SH1188818.08FU_KM594803_reps,Russulales,Russulales,0.658,1
