SeqID,True_Classification,Protax_Classification,Protax_Probability,Accuracy
SH3565244.08FU_MK607608_reps,Clavariaceae,,0.0,0
SH1181582.08FU_KP889841_reps,Clavariaceae,Clavariaceae,0.0721,1
SH2592346.08FU_MK607506_reps,Clavariaceae,Clavariaceae,0.0721,1
SH1150149.08FU_UDB066547_reps,Clavariaceae,Clavariaceae,0.0339,1
SH1179570.08FU_KU882890_refs,Clavariaceae,Clavariaceae,0.374,1
SH1179352.08FU_MK427066_reps,Clavariaceae,Clavariaceae,0.0721,1
SH1173963.08FU_GU174429_reps,Clavariaceae,Clavariaceae,0.0721,1
SH1169114.08FU_KX227745_refs,Clavariaceae,Clavariaceae,0.0721,1
SH2606694.08FU_UDB0145222_reps,Clavariaceae,,0.0,0
SH2603086.08FU_UDB0616429_reps,Clavariaceae,Clavariaceae,0.38,1
SH1177810.08FU_MT279229_reps,Hydnangiaceae,Hydnangiaceae,0.682,1
SH1177808.08FU_AB777481_reps,Hydnangiaceae,Hydnangiaceae,0.548,1
SH1177796.08FU_KU685745_reps,Hydnangiaceae,Hydnangiaceae,0.613,1
SH1177771.08FU_KJ461893_refs,Hydnangiaceae,Hydnangiaceae,0.734,1
SH1177778.08FU_UDB0580733_reps,Hydnangiaceae,Hydnangiaceae,0.412,1
SH1177783.08FU_AB922921_reps,Hydnangiaceae,Hydnangiaceae,0.0265,1
SH1241308.08FU_KP192540_reps,Tricholomataceae,Tricholomataceae,0.114,1
SH2591796.08FU_MH930914_reps,Tricholomataceae,Tricholomataceae,0.803,1
SH1157836.08FU_JF908504_reps,Tricholomataceae,Tricholomataceae,0.12,1
SH1157851.08FU_UDB0778353_reps,Tricholomataceae,Tricholomataceae,0.478,1
SH1150950.08FU_JQ639147_reps,Tricholomataceae,Tricholomataceae,0.12,1
SH1232762.08FU_KJ206988_refs,Tricholomataceae,Tricholomataceae,0.671,1
SH2604431.08FU_UDB0261741_reps,Tricholomataceae,Tricholomataceae,0.529,1
SH1153182.08FU_UDB0595300_reps,Tricholomataceae,Tricholomataceae,0.12,1
SH1143129.08FU_MG717359_reps,Tricholomataceae,Tricholomataceae,0.115,1
SH1143400.08FU_UDB0520746_reps,Tricholomataceae,Tricholomataceae,0.0687,1
SH1144367.08FU_KU528840_refs,Tricholomataceae,Tricholomataceae,0.11,1
SH1149722.08FU_DQ192179_reps,Tricholomataceae,Tricholomataceae,0.785,1
SH1236444.08FU_MK267322_reps,Tricholomataceae,Tricholomataceae,0.12,1
SH1232757.08FU_AB971702_reps,Tricholomataceae,Tricholomataceae,0.12,1
SH2601999.08FU_UDB0215393_reps,Tricholomataceae,,0.0,0
SH1151733.08FU_MH704859_reps,Tricholomataceae,Tricholomataceae,0.12,1
SH1236414.08FU_KJ417299_reps,Tricholomataceae,Tricholomataceae,0.627,1
SH2593036.08FU_MH414561_reps,Tricholomataceae,Tricholomataceae,0.12,1
SH1170748.08FU_UDB016257_refs,Tricholomataceae,Porotheleaceae,0.0941,0
SH1157861.08FU_MK512078_reps,Tricholomataceae,Tricholomataceae,0.746,1
SH1184068.08FU_UDB0411469_reps,Tricholomataceae,Tricholomataceae,0.854,1
SH1236440.08FU_HG937054_reps,Tricholomataceae,Tricholomataceae,0.729,1
SH1171661.08FU_KR673632_reps,Tricholomataceae,Tricholomataceae,0.119,1
SH1236397.08FU_KP311408_reps,Tricholomataceae,Tricholomataceae,0.523,1
SH1170862.08FU_JN021064_reps,Tricholomataceae,Tricholomataceae,0.787,1
SH3565717.08FU_MN781993_reps,Tricholomataceae,,0.0,0
SH1170753.08FU_MN294871_reps,Tricholomataceae,Tricholomataceae,0.0135,1
SH1237270.08FU_DQ486692_refs,Tricholomataceae,Tricholomataceae,0.477,1
SH1236374.08FU_LT000142_reps,Tricholomataceae,Tricholomataceae,0.665,1
SH2595201.08FU_MN017179_reps,Tricholomataceae,Tricholomataceae,0.12,1
SH1157835.08FU_KR673630_reps,Tricholomataceae,Tricholomataceae,0.12,1
SH1145496.08FU_UDB011562_refs,Tricholomataceae,Tricholomataceae,0.12,1
SH1236419.08FU_UDB0370888_reps,Tricholomataceae,Tricholomataceae,0.378,1
SH1230542.08FU_EU708339_refs,Tricholomataceae,Tricholomataceae,0.12,1
SH1243104.08FU_MG663292_reps,Tricholomataceae,Tricholomataceae,0.117,1
SH1153785.08FU_UDB011838_refs,Tricholomataceae,Tricholomataceae,0.12,1
SH1169145.08FU_MH979299_reps,Tricholomataceae,Tricholomataceae,0.12,1
SH1237011.08FU_UDB024594_refs,Tricholomataceae,Tricholomataceae,0.12,1
SH1181725.08FU_MF100960_reps,Tricholomataceae,Tricholomataceae,0.12,1
SH1187450.08FU_LT222029_refs,Tricholomataceae,Tricholomataceae,0.12,1
SH1213031.08FU_UDB0622927_reps,Tricholomataceae,Tricholomataceae,0.0647,1
SH1184067.08FU_MH032768_reps,Tricholomataceae,Tricholomataceae,0.12,1
SH1184657.08FU_UDB0427137_reps,Tricholomataceae,Tricholomataceae,0.12,1
SH1213429.08FU_UDB0617829_reps,Tricholomataceae,Tricholomataceae,0.0914,1
SH1236402.08FU_GU180346_reps,Tricholomataceae,Tricholomataceae,0.85,1
SH1143402.08FU_UDB036679_refs,Tricholomataceae,Tricholomataceae,0.118,1
SH1189146.08FU_MH168326_refs,Tricholomataceae,Tricholomataceae,0.12,1
SH1236404.08FU_HM240543_refs,Tricholomataceae,Tricholomataceae,0.788,1
SH2591569.08FU_MH168325_refs,Tricholomataceae,Tricholomataceae,0.12,1
SH1213065.08FU_UDB034632_refs,Tricholomataceae,Tricholomataceae,0.12,1
SH2592191.08FU_UDB0275809_reps,Tricholomataceae,Tricholomataceae,0.099,1
SH1236373.08FU_UDB0760937_reps,Tricholomataceae,Tricholomataceae,0.807,1
SH1237415.08FU_JF908409_reps,Tricholomataceae,Tricholomataceae,0.117,1
SH1158596.08FU_UDB036618_reps,Tricholomataceae,Tricholomataceae,0.12,1
SH1189360.08FU_LT000082_reps,Tricholomataceae,Tricholomataceae,0.608,1
SH1155193.08FU_LT000063_reps,Tricholomataceae,Tricholomataceae,0.766,1
SH1237417.08FU_JF908327_reps,Tricholomataceae,Tricholomataceae,0.12,1
SH1236378.08FU_LT222022_reps,Tricholomataceae,Tricholomataceae,0.905,1
SH1238225.08FU_KF291092_refs,Tricholomataceae,Tricholomataceae,0.12,1
SH1171576.08FU_FJ431255_reps,Marasmiaceae,Marasmiaceae,0.0806,1
SH3686248.08FU_MN714043_reps,Marasmiaceae,,0.0,0
SH1143116.08FU_GU910314_reps,Marasmiaceae,Tricholomataceae,0.0977,0
SH1182906.08FU_EU643515_reps,Marasmiaceae,Marasmiaceae,0.0536,1
SH1192042.08FU_FJ167649_refs,Marasmiaceae,Tricholomataceae,0.104,0
SH1192012.08FU_FJ431213_reps,Marasmiaceae,Marasmiaceae,0.145,1
SH1189072.08FU_MK808919_reps,Marasmiaceae,Marasmiaceae,0.463,1
SH1206970.08FU_HQ445391_reps,Mycenaceae,Tricholomataceae,0.0317,0
SH1186652.08FU_HQ847036_reps,Psathyrellaceae,Psathyrellaceae,0.571,1
SH1156002.08FU_KY928605_refs,Psathyrellaceae,Psathyrellaceae,0.874,1
SH1148415.08FU_DQ389688_refs,Psathyrellaceae,Psathyrellaceae,0.859,1
SH1186630.08FU_MK843967_reps,Psathyrellaceae,Psathyrellaceae,0.551,1
SH1156007.08FU_FM163213_refs,Psathyrellaceae,Psathyrellaceae,0.826,1
SH1144821.08FU_FM163178_reps,Psathyrellaceae,Psathyrellaceae,0.853,1
SH2595672.08FU_MK843964_reps,Psathyrellaceae,Psathyrellaceae,0.548,1
SH1148428.08FU_KC992922_refs,Psathyrellaceae,Psathyrellaceae,0.782,1
SH1144790.08FU_KT804095_reps,Psathyrellaceae,Psathyrellaceae,0.657,1
SH1148467.08FU_UDB0656483_reps,Psathyrellaceae,Psathyrellaceae,0.787,1
SH1148410.08FU_KC992860_refs,Psathyrellaceae,Psathyrellaceae,0.807,1
SH1148431.08FU_KC992914_refs,Psathyrellaceae,Psathyrellaceae,0.821,1
SH2601609.08FU_UDB044568_reps,Psathyrellaceae,Psathyrellaceae,0.649,1
SH1186641.08FU_UDB0251976_reps,Psathyrellaceae,Psathyrellaceae,0.186,1
SH1186624.08FU_FJ237086_reps,Psathyrellaceae,Psathyrellaceae,0.692,1
SH1148477.08FU_FM878004_reps,Psathyrellaceae,Psathyrellaceae,0.789,1
SH2601419.08FU_UDB041170_reps,Psathyrellaceae,Psathyrellaceae,0.514,1
SH1156012.08FU_JN943108_reps,Psathyrellaceae,Psathyrellaceae,0.828,1
SH1186593.08FU_KY698008_refs,Psathyrellaceae,Psathyrellaceae,0.607,1
SH1186598.08FU_EU375242_refs,Psathyrellaceae,Psathyrellaceae,0.633,1
SH1182967.08FU_KM266062_reps,Psathyrellaceae,Psathyrellaceae,0.959,1
SH1186612.08FU_MK874610_reps,Psathyrellaceae,Psathyrellaceae,0.099,1
SH2615205.08FU_UDB0663030_reps,Psathyrellaceae,Psathyrellaceae,0.586,1
SH1148401.08FU_KC992888_refs,Psathyrellaceae,Psathyrellaceae,0.853,1
SH1144787.08FU_DQ389690_refs,Psathyrellaceae,Psathyrellaceae,0.832,1
SH2596048.08FU_MN017263_reps,Psathyrellaceae,Psathyrellaceae,0.767,1
SH1144802.08FU_KC992863_refs,Psathyrellaceae,Psathyrellaceae,0.874,1
SH1148403.08FU_DQ389706_refs,Psathyrellaceae,Psathyrellaceae,0.85,1
SH1148387.08FU_DQ389715_refs,Psathyrellaceae,Psathyrellaceae,0.879,1
SH1144793.08FU_UDB083980_reps,Psathyrellaceae,Psathyrellaceae,0.0703,1
SH1230652.08FU_MN209783_reps,Strophariaceae,Strophariaceae,0.565,1
SH1238051.08FU_MK234223_reps,Strophariaceae,Strophariaceae,0.611,1
SH1191091.08FU_MN992150_reps,Strophariaceae,Strophariaceae,0.659,1
SH1238026.08FU_DQ991348_refs,Strophariaceae,Strophariaceae,0.654,1
SH1150459.08FU_KX017212_reps,Strophariaceae,Strophariaceae,0.77,1
SH1230650.08FU_FJ461624_reps,Strophariaceae,Strophariaceae,0.839,1
SH3568321.08FU_MT925648_reps,Strophariaceae,,0.0,0
SH1184973.08FU_LT577692_reps,Strophariaceae,Strophariaceae,0.789,1
SH1184980.08FU_HF912349_reps,Strophariaceae,Strophariaceae,0.526,1
SH1177540.08FU_UDB0731532_reps,Strophariaceae,Strophariaceae,0.0938,1
SH1185911.08FU_UDB0684032_reps,Strophariaceae,Strophariaceae,0.555,1
SH1150470.08FU_KM975408_reps,Strophariaceae,Strophariaceae,0.644,1
SH1150450.08FU_MN121287_reps,Strophariaceae,Strophariaceae,0.795,1
SH1230626.08FU_MN445151_reps,Strophariaceae,Strophariaceae,0.808,1
SH1230616.08FU_MN992155_reps,Strophariaceae,Strophariaceae,0.746,1
SH1152328.08FU_KR135359_reps,Callistosporiaceae,Catathelasmataceae,0.0869,0
SH1180244.08FU_KT339200_reps,Callistosporiaceae,Catathelasmataceae,0.163,0
SH1143303.08FU_KX092096_refs,Callistosporiaceae,Catathelasmataceae,0.0441,0
SH1180245.08FU_KX092078_refs,Callistosporiaceae,Catathelasmataceae,0.163,0
SH2595271.08FU_MK660194_reps,Omphalotaceae,Marasmiaceae,0.232,0
SH1145821.08FU_UDB036670_reps,Cyphellaceae,Cyphellaceae,0.053,1
SH1186816.08FU_UDB0468946_reps,Cyphellaceae,Tricholomataceae,0.0331,0
SH2603185.08FU_UDB067230_reps,Entolomataceae,Entolomataceae,0.783,1
SH2598313.08FU_UDB0762461_reps,Entolomataceae,,0.0,0
SH1151838.08FU_MK358145_reps,Entolomataceae,Entolomataceae,0.0921,1
SH1192110.08FU_MG833749_reps,Entolomataceae,Entolomataceae,0.852,1
SH1218746.08FU_UDB0154917_reps,Entolomataceae,Entolomataceae,0.0259,1
SH1218737.08FU_UDB0336003_reps,Entolomataceae,Russulaceae,0.0103,0
SH1188445.08FU_MK991843_reps,Entolomataceae,Entolomataceae,0.0921,1
SH1189019.08FU_KU747927_reps,Entolomataceae,Entolomataceae,0.0921,1
SH1179733.08FU_UDB0530331_reps,Entolomataceae,Entolomataceae,0.0921,1
SH1188459.08FU_UDB0676924_reps,Entolomataceae,,0.0,0
SH2609223.08FU_UDB0356822_reps,Entolomataceae,Entolomataceae,0.294,1
SH1188451.08FU_JX136262_reps,Entolomataceae,Entolomataceae,0.623,1
SH1188437.08FU_FM999712_reps,Entolomataceae,Entolomataceae,0.859,1
SH1188467.08FU_UDB0386060_reps,Entolomataceae,Entolomataceae,0.0863,1
SH1208945.08FU_LC219759_reps,Entolomataceae,Entolomataceae,0.842,1
SH1188404.08FU_LN850547_refs,Entolomataceae,Entolomataceae,0.919,1
SH1145499.08FU_UDB0564859_reps,Entolomataceae,Entolomataceae,0.0921,1
SH1208950.08FU_HE820517_reps,Entolomataceae,Entolomataceae,0.757,1
SH1188417.08FU_LN850560_refs,Entolomataceae,Entolomataceae,0.894,1
SH1151833.08FU_UDB0540641_reps,Entolomataceae,Entolomataceae,0.035,1
SH1188443.08FU_JF907992_reps,Entolomataceae,Entolomataceae,0.513,1
SH1188439.08FU_KX774267_refs,Entolomataceae,Entolomataceae,0.769,1
SH1188438.08FU_HM069398_reps,Entolomataceae,Tricholomataceae,0.326,0
SH2606283.08FU_UDB0569457_reps,Entolomataceae,Entolomataceae,0.742,1
SH1179734.08FU_UDB0565516_reps,Entolomataceae,Entolomataceae,0.0794,1
SH1179195.08FU_MK636867_reps,Entolomataceae,Entolomataceae,0.0921,1
SH1179751.08FU_UDB046167_reps,Entolomataceae,Entolomataceae,0.0596,1
SH1156388.08FU_JQ320111_reps,Entolomataceae,Entolomataceae,0.0921,1
SH1192118.08FU_MN294896_reps,Entolomataceae,Entolomataceae,0.844,1
SH2607639.08FU_UDB0291933_reps,Entolomataceae,Entolomataceae,0.716,1
SH1208943.08FU_DQ206983_reps,Entolomataceae,Entolomataceae,0.829,1
SH2601955.08FU_UDB0564441_reps,Entolomataceae,Entolomataceae,0.0443,1
SH1188413.08FU_UDB0766092_reps,Entolomataceae,Entolomataceae,0.817,1
SH1246361.08FU_JQ410336_reps,Entolomataceae,Entolomataceae,0.0921,1
SH1188458.08FU_UDB0105533_reps,Entolomataceae,Entolomataceae,0.843,1
SH1179201.08FU_UDB0183232_reps,Entolomataceae,Entolomataceae,0.0921,1
SH2592896.08FU_UDB0358052_reps,Pluteaceae,Pluteaceae,0.215,1
SH1173171.08FU_JF908623_reps,Pluteaceae,Pluteaceae,0.408,1
SH1151314.08FU_HM562092_refs,Pluteaceae,Pluteaceae,0.725,1
SH1174878.08FU_HM246493_reps,Pluteaceae,Pluteaceae,0.061,1
SH1208660.08FU_KJ009752_reps,Pluteaceae,Pluteaceae,0.664,1
SH1151313.08FU_UDB011811_refs,Pluteaceae,Pluteaceae,0.839,1
SH1208654.08FU_KJ009765_refs,Pluteaceae,Pluteaceae,0.545,1
SH1151077.08FU_UDB0233923_reps,Pluteaceae,Pluteaceae,0.0482,1
SH1151315.08FU_HM562142_refs,Pluteaceae,Pluteaceae,0.765,1
SH1173228.08FU_HM562158_refs,Pluteaceae,Pluteaceae,0.715,1
SH1173229.08FU_MT611241_reps,Pluteaceae,Pluteaceae,0.658,1
SH1189608.08FU_MH059512_reps,Pluteaceae,Pluteaceae,0.061,1
SH1208502.08FU_HM562146_refs,Pluteaceae,Pluteaceae,0.675,1
SH1173235.08FU_KR022026_reps,Pluteaceae,Pluteaceae,0.705,1
SH1171019.08FU_KX882031_refs,Lyophyllaceae,Lyophyllaceae,0.0752,1
SH1171021.08FU_LC458833_reps,Lyophyllaceae,Lyophyllaceae,0.0399,1
SH1200315.08FU_GQ922684_reps,Lyophyllaceae,Lyophyllaceae,0.909,1
SH1200323.08FU_LC421541_reps,Lyophyllaceae,Lyophyllaceae,0.847,1
SH1236391.08FU_KP192617_reps,Lyophyllaceae,Lyophyllaceae,0.605,1
SH1236436.08FU_UDB0605089_reps,Lyophyllaceae,Lyophyllaceae,0.548,1
SH1236405.08FU_AF357045_reps,Lyophyllaceae,Tricholomataceae,0.434,0
SH1200319.08FU_GQ922675_reps,Lyophyllaceae,Lyophyllaceae,0.949,1
SH1236411.08FU_UDB035856_reps,Lyophyllaceae,Lyophyllaceae,0.46,1
SH1200328.08FU_AF357058_refs,Lyophyllaceae,Lyophyllaceae,0.555,1
SH1184663.08FU_KP192553_reps,Lyophyllaceae,Lyophyllaceae,0.0752,1
SH2592391.08FU_MK583564_reps,Pleurotaceae,Pleurotaceae,0.639,1
SH1176615.08FU_KY686283_reps,Pleurotaceae,Pleurotaceae,0.85,1
SH1187678.08FU_AY636057_reps,Pleurotaceae,Pleurotaceae,0.048,1
SH1176581.08FU_HM998831_refs,Pleurotaceae,Pleurotaceae,0.854,1
SH1176582.08FU_KR827693_reps,Pleurotaceae,Pleurotaceae,0.808,1
SH2595089.08FU_MN523298_reps,Pterulaceae,Pterulaceae,0.135,1
SH2608558.08FU_UDB0401500_reps,Bolbitiaceae,Bolbitiaceae,0.0211,1
SH1145981.08FU_UDB0414885_reps,Bolbitiaceae,Bolbitiaceae,0.0146,1
SH1177112.08FU_UDB0380336_reps,Bolbitiaceae,Bolbitiaceae,0.41,1
SH1177123.08FU_UDB0613300_reps,Bolbitiaceae,Bolbitiaceae,0.0818,1
SH1177098.08FU_UDB0215482_reps,Bolbitiaceae,Bolbitiaceae,0.655,1
SH2606860.08FU_UDB0374688_reps,Bolbitiaceae,Bolbitiaceae,0.0154,1
SH1145684.08FU_UDB0401658_reps,Bolbitiaceae,Bolbitiaceae,0.0845,1
SH1202391.08FU_MN306179_reps,Bolbitiaceae,Bolbitiaceae,0.923,1
SH1247284.08FU_AY763673_reps,Bolbitiaceae,Bolbitiaceae,0.429,1
SH1177129.08FU_UDB0153368_reps,Bolbitiaceae,Bolbitiaceae,0.089,1
SH1180181.08FU_UDB0336115_reps,Bolbitiaceae,,0.0,0
SH1238089.08FU_UDB0582671_reps,Bolbitiaceae,Bolbitiaceae,0.398,1
SH1202392.08FU_MN306185_reps,Bolbitiaceae,Bolbitiaceae,0.813,1
SH2588775.08FU_JX968266_reps,Bolbitiaceae,Bolbitiaceae,0.0919,1
SH1180177.08FU_UDB0370564_reps,Bolbitiaceae,Bolbitiaceae,0.0678,1
SH1191468.08FU_UDB011373_refs,Catathelasmataceae,Catathelasmataceae,0.125,1
SH3566646.08FU_MN017558_reps,Catathelasmataceae,,0.0,0
SH1184748.08FU_KM086851_refs,Stephanosporaceae,Stephanosporaceae,0.664,1
SH1185011.08FU_KF412400_reps,Hymenogastraceae,Hymenogastraceae,0.531,1
SH1184979.08FU_AY900103_refs,Hymenogastraceae,Hymenogastraceae,0.762,1
SH1184976.08FU_AY900090_refs,Hymenogastraceae,Hymenogastraceae,0.413,1
SH1185050.08FU_KJ494930_reps,Hymenogastraceae,Hymenogastraceae,0.799,1
SH2604307.08FU_UDB0167329_reps,Hymenogastraceae,Hymenogastraceae,0.831,1
SH1184958.08FU_KC344770_refs,Hymenogastraceae,Hymenogastraceae,0.813,1
SH1185041.08FU_UDB0591506_reps,Hymenogastraceae,Hymenogastraceae,0.906,1
SH1235510.08FU_FJ897186_reps,Hymenogastraceae,Hymenogastraceae,0.0644,1
SH1143905.08FU_MH211763_reps,Crepidotaceae,Crepidotaceae,0.0641,1
SH1236514.08FU_UDB0100073_reps,Crepidotaceae,Crepidotaceae,0.125,1
SH1236512.08FU_MW215769_reps,Crepidotaceae,Crepidotaceae,0.0931,1
SH1194305.08FU_FJ606882_reps,Physalacriaceae,Physalacriaceae,0.724,1
SH1158993.08FU_FJ178105_reps,Physalacriaceae,Physalacriaceae,0.709,1
SH1158960.08FU_AY436436_reps,Physalacriaceae,Physalacriaceae,0.804,1
SH1184666.08FU_KX966026_refs,Nidulariaceae,Nidulariaceae,0.37,1
SH1188878.08FU_MF595985_refs,Nidulariaceae,Nidulariaceae,0.432,1
SH1188879.08FU_DQ463350_refs,Nidulariaceae,Nidulariaceae,0.313,1
SH1176537.08FU_MN945960_reps,Hymenochaetales,Hymenochaetales,0.0818,1
SH1184439.08FU_JQ038908_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1147286.08FU_DQ873614_refs,Hymenochaetales,Hymenochaetales,0.21,1
SH2593817.08FU_MH698971_reps,Hymenochaetales,Hymenochaetales,0.298,1
SH1184437.08FU_JQ038907_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1178058.08FU_KY328311_reps,Hymenochaetales,Hymenochaetales,0.108,1
SH1151782.08FU_MH320794_refs,Hymenochaetales,Hymenochaetales,0.682,1
SH1143668.08FU_JQ409360_reps,Hymenochaetales,Hymenochaetales,0.326,1
SH1145395.08FU_DQ218310_refs,Hymenochaetales,Hymenochaetales,0.9,1
SH1173545.08FU_GU053914_reps,Hymenochaetales,Hymenochaetales,0.115,1
SH1153519.08FU_LC535810_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1177287.08FU_KU499931_reps,Hymenochaetales,Hymenochaetales,0.67,1
SH1184438.08FU_LC535823_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1178053.08FU_AF357604_reps,Hymenochaetales,Hymenochaetales,0.958,1
SH3567454.08FU_MH599101_reps,Hymenochaetales,NA,0.0,0
SH2590697.08FU_KX639624_reps,Hymenochaetales,Hymenochaetales,0.82,1
SH1187181.08FU_KX639633_reps,Hymenochaetales,Hymenochaetales,0.957,1
SH1151767.08FU_DQ873622_refs,Hymenochaetales,Hymenochaetales,0.604,1
SH1183799.08FU_KJ668543_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1185958.08FU_UDB016424_refs,Hymenochaetales,Hymenochaetales,0.0777,1
SH3567983.08FU_MK693730_reps,Hymenochaetales,NA,0.0,0
SH3567981.08FU_MN918544_reps,Hymenochaetales,NA,0.0,0
SH1145399.08FU_DQ826539_refs,Hymenochaetales,Hymenochaetales,0.11,1
SH1147288.08FU_KY081805_refs,Hymenochaetales,Hymenochaetales,0.114,1
SH1179170.08FU_MH048093_reps,Hymenochaetales,Hymenochaetales,0.313,1
SH1145397.08FU_DQ826544_refs,Hymenochaetales,Hymenochaetales,0.121,1
SH1243443.08FU_MK992856_reps,Hymenochaetales,Hymenochaetales,0.0341,1
SH1156322.08FU_JX082333_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1212835.08FU_KR349242_reps,Hymenochaetales,Hymenochaetales,0.12,1
SH1145996.08FU_UDB016334_refs,Hymenochaetales,Hymenochaetales,0.118,1
SH1184241.08FU_KP814253_reps,Hymenochaetales,Hymenochaetales,0.109,1
SH1151768.08FU_KP814311_refs,Hymenochaetales,Hymenochaetales,0.882,1
SH1177286.08FU_KU954544_reps,Hymenochaetales,Hymenochaetales,0.495,1
SH1151787.08FU_UDB031874_refs,Hymenochaetales,Hymenochaetales,0.86,1
SH1157767.08FU_JX136425_reps,Hymenochaetales,Hymenochaetales,0.0582,1
SH1192037.08FU_KM248916_reps,Hymenochaetales,Hymenochaetales,0.125,1
SH1205401.08FU_MG008435_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1151775.08FU_KY007517_refs,Hymenochaetales,Hymenochaetales,0.427,1
SH1178602.08FU_KJ940031_refs,Hymenochaetales,Hymenochaetales,0.113,1
SH1175923.08FU_JQ860321_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1220953.08FU_MG722729_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1151774.08FU_KT989968_reps,Hymenochaetales,Hymenochaetales,0.601,1
SH1188663.08FU_KX364802_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1146005.08FU_MK992844_reps,Hymenochaetales,Hymenochaetales,0.739,1
SH1151776.08FU_UDB0610003_reps,Hymenochaetales,Hymenochaetales,0.571,1
SH3686259.08FU_MT447068_reps,Polyporales,NA,0.0,0
SH1191444.08FU_KU325185_reps,Polyporales,Polyporales,0.08,1
SH1153217.08FU_HQ659238_reps,Polyporales,Polyporales,0.101,1
SH1239087.08FU_KX584440_reps,Polyporales,Polyporales,0.0717,1
SH1184435.08FU_MG719300_reps,Polyporales,Polyporales,0.0421,1
SH3565221.08FU_LC427016_reps,Polyporales,Polyporales,0.0238,1
SH3567681.08FU_MT554931_reps,Polyporales,Polyporales,0.244,1
SH3567717.08FU_MK913640_reps,Polyporales,NA,0.0,0
SH2596242.08FU_MK268839_reps,Polyporales,Polyporales,0.731,1
SH2611478.08FU_UDB0310579_reps,Polyporales,NA,0.0,0
SH1191518.08FU_KX512306_refs,Polyporales,Polyporales,0.313,1
SH1190334.08FU_KX880631_reps,Polyporales,Polyporales,0.767,1
SH2595870.08FU_MH544275_reps,Polyporales,Polyporales,0.104,1
SH1191573.08FU_KP135396_reps,Polyporales,Polyporales,0.701,1
SH1191567.08FU_MT561708_reps,Polyporales,Polyporales,0.392,1
SH1147250.08FU_KR868737_reps,Polyporales,Polyporales,0.113,1
SH1212398.08FU_HQ728293_refs,Polyporales,Polyporales,0.261,1
SH1183353.08FU_MN192921_reps,Polyporales,Polyporales,0.0546,1
SH1179648.08FU_FJ478127_reps,Polyporales,Polyporales,0.835,1
SH1173482.08FU_GU054150_reps,Polyporales,Polyporales,0.0243,1
SH1245769.08FU_MN007027_reps,Polyporales,Polyporales,0.105,1
SH1180472.08FU_JN649337_reps,Polyporales,Polyporales,0.0439,1
SH1153214.08FU_UDB016380_refs,Polyporales,Polyporales,0.0686,1
SH1176923.08FU_KU950435_reps,Polyporales,Polyporales,0.758,1
SH1170432.08FU_KC585377_reps,Polyporales,Polyporales,0.835,1
SH1154636.08FU_JN387093_refs,Polyporales,Polyporales,0.11,1
SH1188630.08FU_KF692078_reps,Polyporales,Polyporales,0.48,1
SH1151945.08FU_MH571696_reps,Polyporales,Polyporales,0.908,1
SH1189397.08FU_KX584457_reps,Polyporales,Polyporales,0.0954,1
SH1154437.08FU_KC585258_reps,Polyporales,Polyporales,0.788,1
SH1191533.08FU_AY219391_reps,Polyporales,Polyporales,0.44,1
SH1213341.08FU_MT777413_reps,Polyporales,NA,0.0,0
SH1152304.08FU_GQ268623_reps,Polyporales,Polyporales,0.109,1
SH2596456.08FU_MK834523_reps,Polyporales,Polyporales,0.256,1
SH1180685.08FU_MT361090_reps,Polyporales,Polyporales,0.268,1
SH1190361.08FU_KP013025_reps,Polyporales,Polyporales,0.636,1
SH1168410.08FU_JX559267_reps,Polyporales,Polyporales,0.109,1
SH1191498.08FU_MK764878_reps,Polyporales,Polyporales,0.721,1
SH2592937.08FU_MH409961_reps,Polyporales,Polyporales,0.104,1
SH1190293.08FU_LC556223_reps,Polyporales,Polyporales,0.813,1
SH1236697.08FU_AJ534294_refs,Polyporales,Polyporales,0.066,1
SH1153215.08FU_KY244090_refs,Polyporales,Polyporales,0.104,1
SH1149564.08FU_AF516584_reps,Polyporales,Polyporales,0.109,1
SH1156728.08FU_AF429422_refs,Polyporales,Polyporales,0.142,1
SH1179562.08FU_UDB016415_refs,Polyporales,Polyporales,0.11,1
SH1169593.08FU_GQ409516_reps,Polyporales,Polyporales,0.118,1
SH1169579.08FU_AJ534272_refs,Polyporales,Polyporales,0.14,1
SH1212393.08FU_KY948751_reps,Polyporales,Polyporales,0.107,1
SH1212391.08FU_MT050490_reps,Polyporales,Polyporales,0.748,1
SH1172400.08FU_HQ153411_refs,Polyporales,Polyporales,0.852,1
SH1215488.08FU_MK396494_reps,Polyporales,Polyporales,0.0853,1
SH1236823.08FU_KX966182_reps,Polyporales,Polyporales,0.11,1
SH1191542.08FU_LC327037_reps,Polyporales,Polyporales,0.0824,1
SH1149575.08FU_AY219390_reps,Polyporales,Polyporales,0.0853,1
SH1179595.08FU_JQ673124_reps,Polyporales,Polyporales,0.649,1
