SeqID,True_Classification,Protax_Classification,Protax_Probability,Accuracy
SH1144794.08FU_HQ847007_refs,Psathyrellaceae,Psathyrellaceae,0.776,1
SH1148466.08FU_UDB0347592_reps,Psathyrellaceae,Psathyrellaceae,0.808,1
SH1186606.08FU_JX118682_refs,Psathyrellaceae,Psathyrellaceae,0.764,1
SH1186647.08FU_UDB099720_reps,Psathyrellaceae,Psathyrellaceae,0.0787,1
SH1186612.08FU_MK874610_reps,Psathyrellaceae,Psathyrellaceae,0.099,1
SH1184402.08FU_KC992935_refs,Psathyrellaceae,Psathyrellaceae,0.287,1
SH1148469.08FU_KC992867_refs,Psathyrellaceae,Psathyrellaceae,0.829,1
SH1148465.08FU_KC992911_refs,Psathyrellaceae,Psathyrellaceae,0.818,1
SH1148432.08FU_KC992938_refs,Psathyrellaceae,Psathyrellaceae,0.854,1
SH1144802.08FU_KC992863_refs,Psathyrellaceae,Psathyrellaceae,0.874,1
SH1186660.08FU_JX118684_reps,Psathyrellaceae,Psathyrellaceae,0.777,1
SH1185056.08FU_MK141001_reps,Strophariaceae,Strophariaceae,0.816,1
SH3209451.08FU_MK446222_reps,Strophariaceae,Strophariaceae,0.0938,1
SH1238011.08FU_UDB0258199_reps,Strophariaceae,Strophariaceae,0.746,1
SH1191091.08FU_MN992150_reps,Strophariaceae,Strophariaceae,0.659,1
SH1185018.08FU_JX457145_reps,Strophariaceae,Strophariaceae,0.827,1
SH1230655.08FU_UDB0683902_reps,Strophariaceae,Strophariaceae,0.891,1
SH1150453.08FU_KM975397_reps,Strophariaceae,Strophariaceae,0.0938,1
SH1191018.08FU_JF908590_reps,Strophariaceae,Strophariaceae,0.809,1
SH1184999.08FU_MK140939_reps,Strophariaceae,Strophariaceae,0.0864,1
SH1191082.08FU_UDB0535392_reps,Strophariaceae,Strophariaceae,0.819,1
SH1185010.08FU_KX357880_refs,Strophariaceae,Strophariaceae,0.781,1
SH2602403.08FU_UDB0602076_reps,Strophariaceae,Strophariaceae,0.465,1
SH1191019.08FU_KF871788_reps,Strophariaceae,Strophariaceae,0.802,1
SH1185911.08FU_UDB0684032_reps,Strophariaceae,Strophariaceae,0.555,1
SH1237428.08FU_AJ585443_refs,Strophariaceae,Strophariaceae,0.248,1
SH1238014.08FU_UDB0413312_reps,Strophariaceae,Strophariaceae,0.543,1
SH1185008.08FU_KM975395_reps,Strophariaceae,Strophariaceae,0.784,1
SH1238022.08FU_EF051056_reps,Strophariaceae,Strophariaceae,0.0897,1
SH1230641.08FU_EU784420_reps,Strophariaceae,Strophariaceae,0.0938,1
SH1150450.08FU_MN121287_reps,Strophariaceae,Strophariaceae,0.795,1
SH1230619.08FU_MF954883_reps,Strophariaceae,Strophariaceae,0.759,1
SH1230626.08FU_MN445151_reps,Strophariaceae,Strophariaceae,0.808,1
SH1230616.08FU_MN992155_reps,Strophariaceae,Strophariaceae,0.746,1
SH1230651.08FU_AB985291_reps,Strophariaceae,Strophariaceae,0.772,1
SH1177146.08FU_UDB017008_reps,Callistosporiaceae,Catathelasmataceae,0.137,0
SH1152324.08FU_KU058492_reps,Callistosporiaceae,Catathelasmataceae,0.105,0
SH1147428.08FU_UDB0531433_reps,Omphalotaceae,Omphalotaceae,0.643,1
SH1151261.08FU_KR135363_reps,Omphalotaceae,Omphalotaceae,0.0767,1
SH1187611.08FU_JN790683_reps,Omphalotaceae,Omphalotaceae,0.951,1
SH1235966.08FU_LC198706_reps,Omphalotaceae,Omphalotaceae,0.361,1
SH1235451.08FU_KF251073_refs,Omphalotaceae,Omphalotaceae,0.227,1
SH1147381.08FU_KX513754_reps,Omphalotaceae,Omphalotaceae,0.0767,1
SH1156716.08FU_MK607599_reps,Cyphellaceae,Cyphellaceae,0.145,1
SH2601978.08FU_UDB0582496_reps,Entolomataceae,,0.0,0
SH3565261.08FU_MN069531_reps,Entolomataceae,Entolomataceae,0.0158,1
SH3567723.08FU_MN803153_reps,Entolomataceae,,0.0,0
SH1144374.08FU_KY777498_reps,Entolomataceae,Entolomataceae,0.0921,1
SH1208935.08FU_MF977948_reps,Entolomataceae,Entolomataceae,0.0904,1
SH1191339.08FU_KJ705172_reps,Entolomataceae,Entolomataceae,0.0921,1
SH1188444.08FU_KY777389_reps,Entolomataceae,Entolomataceae,0.871,1
SH1179750.08FU_KP191923_reps,Entolomataceae,Entolomataceae,0.0921,1
SH1188417.08FU_LN850560_refs,Entolomataceae,Entolomataceae,0.894,1
SH1192114.08FU_FJ770392_reps,Entolomataceae,Entolomataceae,0.66,1
SH1172042.08FU_UDB0573558_reps,Entolomataceae,Entolomataceae,0.174,1
SH1151833.08FU_UDB0540641_reps,Entolomataceae,Entolomataceae,0.035,1
SH1188448.08FU_FJ789592_reps,Entolomataceae,Entolomataceae,0.872,1
SH1151839.08FU_UDB0623383_reps,Entolomataceae,Entolomataceae,0.0161,1
SH1179734.08FU_UDB0565516_reps,Entolomataceae,Entolomataceae,0.0794,1
SH1179752.08FU_UDB0538436_reps,Entolomataceae,Entolomataceae,0.0754,1
SH1208929.08FU_MT554402_reps,Entolomataceae,Entolomataceae,0.854,1
SH1208923.08FU_UDB0418173_reps,Entolomataceae,Entolomataceae,0.922,1
SH1188427.08FU_JX454900_reps,Entolomataceae,Entolomataceae,0.0921,1
SH3565258.08FU_MN069543_reps,Entolomataceae,Entolomataceae,0.0173,1
SH1208947.08FU_MF074805_reps,Entolomataceae,Entolomataceae,0.637,1
SH1208928.08FU_UDB017504_reps,Entolomataceae,Entolomataceae,0.903,1
SH1188435.08FU_LN850568_reps,Entolomataceae,Entolomataceae,0.894,1
SH1246361.08FU_JQ410336_reps,Entolomataceae,Entolomataceae,0.0921,1
SH1183060.08FU_KM503117_reps,Entolomataceae,Entolomataceae,0.0921,1
SH2607392.08FU_UDB0526996_reps,Pluteaceae,,0.0,0
SH1173237.08FU_JQ065028_reps,Pluteaceae,Pluteaceae,0.765,1
SH1174875.08FU_UDB015595_refs,Pluteaceae,Pluteaceae,0.061,1
SH2595853.08FU_MG946813_reps,Pluteaceae,Pluteaceae,0.061,1
SH1208655.08FU_MH211859_reps,Pluteaceae,Pluteaceae,0.201,1
SH3565315.08FU_MK770138_reps,Pluteaceae,,0.0,0
SH1208660.08FU_KJ009752_reps,Pluteaceae,Pluteaceae,0.664,1
SH1173200.08FU_UDB0284384_reps,Pluteaceae,Pluteaceae,0.061,1
SH1208651.08FU_HM562095_refs,Pluteaceae,Pluteaceae,0.823,1
SH1173173.08FU_MG968804_reps,Pluteaceae,Pluteaceae,0.0938,1
SH1168530.08FU_KY630516_reps,Pluteaceae,Pluteaceae,0.061,1
SH1208511.08FU_UDB0586830_reps,Pluteaceae,Pluteaceae,0.782,1
SH1151075.08FU_UDB0102266_reps,Pluteaceae,Pluteaceae,0.231,1
SH3568500.08FU_MT611232_reps,Pluteaceae,,0.0,0
SH1173221.08FU_UDB0360179_reps,Pluteaceae,Pluteaceae,0.459,1
SH1173227.08FU_KU131672_reps,Pluteaceae,Pluteaceae,0.736,1
SH1208652.08FU_HM562132_reps,Pluteaceae,Pluteaceae,0.0924,1
SH1171019.08FU_KX882031_refs,Lyophyllaceae,Lyophyllaceae,0.0752,1
SH1152238.08FU_UDB011377_refs,Lyophyllaceae,Lyophyllaceae,0.0752,1
SH1171021.08FU_LC458833_reps,Lyophyllaceae,Lyophyllaceae,0.0399,1
SH2592245.08FU_MK650044_refs,Lyophyllaceae,Lyophyllaceae,0.0752,1
SH1236346.08FU_HM572539_refs,Lyophyllaceae,Lyophyllaceae,0.737,1
SH1238739.08FU_MG283254_reps,Lyophyllaceae,Lyophyllaceae,0.0752,1
SH1236348.08FU_UDB011524_refs,Lyophyllaceae,Lyophyllaceae,0.509,1
SH1213402.08FU_DQ917653_reps,Lyophyllaceae,Lyophyllaceae,0.0752,1
SH1200312.08FU_JF302815_reps,Lyophyllaceae,Lyophyllaceae,0.937,1
SH1200315.08FU_GQ922684_reps,Lyophyllaceae,Lyophyllaceae,0.909,1
SH1172154.08FU_JN129418_reps,Lyophyllaceae,Lyophyllaceae,0.0752,1
SH1236361.08FU_UDB037274_reps,Lyophyllaceae,Lyophyllaceae,0.516,1
SH1247575.08FU_UDB0269307_reps,Lyophyllaceae,Lyophyllaceae,0.0544,1
SH1200338.08FU_KP192656_reps,Lyophyllaceae,Lyophyllaceae,0.582,1
SH1184660.08FU_MK966522_reps,Lyophyllaceae,Lyophyllaceae,0.0752,1
SH1236406.08FU_UDB0241758_reps,Lyophyllaceae,Tricholomataceae,0.443,0
SH1200326.08FU_JQ306875_reps,Lyophyllaceae,Lyophyllaceae,0.949,1
SH1237558.08FU_DQ825429_refs,Lyophyllaceae,Lyophyllaceae,0.436,1
SH1236411.08FU_UDB035856_reps,Lyophyllaceae,Lyophyllaceae,0.46,1
SH1213395.08FU_HE649956_refs,Lyophyllaceae,Lyophyllaceae,0.0752,1
SH1184663.08FU_KP192553_reps,Lyophyllaceae,Lyophyllaceae,0.0752,1
SH1187678.08FU_AY636057_reps,Pleurotaceae,Pleurotaceae,0.048,1
SH3567610.08FU_MN546042_reps,Pleurotaceae,Pleurotaceae,0.0727,1
SH1239010.08FU_KY698012_refs,Pleurotaceae,Pleurotaceae,0.596,1
SH1188293.08FU_DQ882572_reps,Pleurotaceae,Pleurotaceae,0.867,1
SH1239013.08FU_KU355336_refs,Pleurotaceae,Pleurotaceae,0.416,1
SH2608558.08FU_UDB0401500_reps,Bolbitiaceae,Bolbitiaceae,0.0211,1
SH1191159.08FU_KT224943_reps,Bolbitiaceae,Bolbitiaceae,0.0729,1
SH1157186.08FU_KM374411_reps,Bolbitiaceae,Tricholomataceae,0.019,0
SH1213364.08FU_UDB0468086_reps,Bolbitiaceae,Bolbitiaceae,0.0919,1
SH1145981.08FU_UDB0414885_reps,Bolbitiaceae,Bolbitiaceae,0.0146,1
SH1247362.08FU_HQ840656_reps,Bolbitiaceae,Bolbitiaceae,0.0919,1
SH1177123.08FU_UDB0613300_reps,Bolbitiaceae,Bolbitiaceae,0.0818,1
SH1180131.08FU_MF142244_refs,Bolbitiaceae,Bolbitiaceae,0.0919,1
SH1185914.08FU_UDB0205936_reps,Bolbitiaceae,Bolbitiaceae,0.85,1
SH1237964.08FU_JX968264_refs,Bolbitiaceae,Bolbitiaceae,0.0856,1
SH1180181.08FU_UDB0336115_reps,Bolbitiaceae,,0.0,0
SH1202392.08FU_MN306185_reps,Bolbitiaceae,Bolbitiaceae,0.813,1
SH2588775.08FU_JX968266_reps,Bolbitiaceae,Bolbitiaceae,0.0919,1
SH1237414.08FU_UDB0205039_reps,Bolbitiaceae,Bolbitiaceae,0.0804,1
SH1172060.08FU_UDB014823_reps,Bolbitiaceae,Bolbitiaceae,0.0919,1
SH1236888.08FU_KP235749_reps,Bolbitiaceae,Bolbitiaceae,0.718,1
SH1184753.08FU_KM086859_refs,Stephanosporaceae,Stephanosporaceae,0.692,1
SH1149114.08FU_UDB0629957_reps,Stephanosporaceae,Stephanosporaceae,0.122,1
SH1179432.08FU_UDB0530669_reps,Stephanosporaceae,Stephanosporaceae,0.057,1
SH1149116.08FU_UDB0444867_reps,Stephanosporaceae,Stephanosporaceae,0.142,1
SH1184754.08FU_KM086837_refs,Stephanosporaceae,Stephanosporaceae,0.371,1
SH1153125.08FU_UDB0360929_reps,Stephanosporaceae,Stephanosporaceae,0.0349,1
SH1157208.08FU_MF183941_refs,Cystostereaceae,Cystostereaceae,0.163,1
SH1157213.08FU_EU118622_refs,Cystostereaceae,Cystostereaceae,0.133,1
SH1150964.08FU_JQ346825_reps,Hymenogastraceae,Hymenogastraceae,0.0644,1
SH1184958.08FU_KC344770_refs,Hymenogastraceae,Hymenogastraceae,0.813,1
SH1185036.08FU_UDB0218471_reps,Hymenogastraceae,Hymenogastraceae,0.379,1
SH1185041.08FU_UDB0591506_reps,Hymenogastraceae,Hymenogastraceae,0.906,1
SH1150968.08FU_UDB0287636_reps,Hymenogastraceae,Hymenogastraceae,0.46,1
SH1185009.08FU_LC009705_reps,Hymenogastraceae,Hymenogastraceae,0.791,1
SH1185989.08FU_L43382_refs,Schizophyllaceae,Schizophyllaceae,0.647,1
SH1185995.08FU_AF062633_reps,Schizophyllaceae,Schizophyllaceae,0.198,1
SH1176714.08FU_KY468512_reps,Crepidotaceae,Crepidotaceae,0.148,1
SH1235571.08FU_KR673425_reps,Crepidotaceae,Crepidotaceae,0.169,1
SH1158962.08FU_AY436435_reps,Physalacriaceae,Physalacriaceae,0.838,1
SH1158960.08FU_AY436436_reps,Physalacriaceae,Physalacriaceae,0.804,1
SH1158963.08FU_AY961001_reps,Physalacriaceae,Physalacriaceae,0.746,1
SH1184666.08FU_KX966026_refs,Nidulariaceae,Nidulariaceae,0.37,1
SH1177790.08FU_KC581342_refs,Nidulariaceae,Tricholomataceae,0.161,0
SH1188878.08FU_MF595985_refs,Nidulariaceae,Nidulariaceae,0.432,1
SH1185357.08FU_MG050100_refs,Radulomycetaceae,Pterulaceae,0.159,0
SH1235398.08FU_FJ517592_refs,Radulomycetaceae,Pterulaceae,0.171,0
SH1172877.08FU_MG321371_refs,Pseudoclitocybaceae,Tricholomataceae,0.346,0
SH1172874.08FU_MG321361_refs,Pseudoclitocybaceae,Tricholomataceae,0.0608,0
SH1176537.08FU_MN945960_reps,Hymenochaetales,Hymenochaetales,0.0818,1
SH3567655.08FU_MN062099_reps,Hymenochaetales,Hymenochaetales,0.365,1
SH1151781.08FU_KF917543_refs,Hymenochaetales,Hymenochaetales,0.348,1
SH3223118.08FU_MH409965_reps,Hymenochaetales,Hymenochaetales,0.0391,1
SH1179180.08FU_JX104680_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1152120.08FU_KP279294_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1145998.08FU_DQ647473_refs,Hymenochaetales,Hymenochaetales,0.672,1
SH1147291.08FU_JX175044_refs,Hymenochaetales,Hymenochaetales,0.121,1
SH1175928.08FU_KP012961_reps,Hymenochaetales,Hymenochaetales,0.112,1
SH1172001.08FU_KP030781_reps,Hymenochaetales,Hymenochaetales,0.591,1
SH1152123.08FU_KP030785_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1151777.08FU_KY081802_refs,Hymenochaetales,Hymenochaetales,0.774,1
SH1179966.08FU_UDB0769801_reps,Hymenochaetales,Hymenochaetales,0.0917,1
SH1179555.08FU_MF860782_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1172462.08FU_KP814157_reps,Hymenochaetales,Hymenochaetales,0.0853,1
SH3566409.08FU_MK575210_reps,Hymenochaetales,NA,0.0,0
SH1230829.08FU_AY558638_refs,Hymenochaetales,Hymenochaetales,0.852,1
SH1147288.08FU_KY081805_refs,Hymenochaetales,Hymenochaetales,0.114,1
SH1178061.08FU_KR073081_refs,Hymenochaetales,Hymenochaetales,0.808,1
SH1151773.08FU_KY290983_reps,Hymenochaetales,Hymenochaetales,0.823,1
SH1239065.08FU_DQ340333_refs,Hymenochaetales,Hymenochaetales,0.103,1
SH1243443.08FU_MK992856_reps,Hymenochaetales,Hymenochaetales,0.0341,1
SH1156322.08FU_JX082333_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1242106.08FU_AJ537400_reps,Hymenochaetales,Hymenochaetales,0.0383,1
SH1157374.08FU_FJ820674_reps,Hymenochaetales,Hymenochaetales,0.109,1
SH2596475.08FU_MN945982_reps,Hymenochaetales,Corticiales,0.334,0
SH1150684.08FU_KY081793_reps,Hymenochaetales,Hymenochaetales,0.103,1
SH1150284.08FU_HM240152_reps,Hymenochaetales,Hymenochaetales,0.0376,1
SH3567761.08FU_MN816740_reps,Hymenochaetales,NA,0.0,0
SH1205402.08FU_JQ794549_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH1177286.08FU_KU954544_reps,Hymenochaetales,Hymenochaetales,0.495,1
SH2598799.08FU_UDB0415116_reps,Hymenochaetales,Hymenochaetales,0.0261,1
SH2602584.08FU_UDB059551_reps,Hymenochaetales,Hymenochaetales,0.0201,1
SH1192037.08FU_KM248916_reps,Hymenochaetales,Hymenochaetales,0.125,1
SH1156993.08FU_UDB024803_refs,Hymenochaetales,Hymenochaetales,0.0727,1
SH1205875.08FU_GU461312_refs,Hymenochaetales,Polyporales,0.216,0
SH1146002.08FU_DQ647464_reps,Hymenochaetales,Hymenochaetales,0.803,1
SH2592525.08FU_MH880209_reps,Hymenochaetales,Hymenochaetales,0.332,1
SH2593898.08FU_MG008410_reps,Hymenochaetales,Hymenochaetales,0.113,1
SH2602616.08FU_UDB062035_reps,Hymenochaetales,NA,0.0,0
SH2605897.08FU_UDB0119432_reps,Hymenochaetales,Hymenochaetales,0.262,1
SH1230830.08FU_KJ668485_reps,Hymenochaetales,Hymenochaetales,0.931,1
SH2601676.08FU_UDB0136686_reps,Hymenochaetales,NA,0.0,0
SH1179070.08FU_KX181297_reps,Hymenochaetales,Hymenochaetales,0.11,1
SH1153217.08FU_HQ659238_reps,Polyporales,Polyporales,0.101,1
SH2597053.08FU_UDB0754247_reps,Polyporales,Polyporales,0.855,1
SH1184740.08FU_KJ654618_reps,Polyporales,Polyporales,0.593,1
SH1186495.08FU_FJ411100_refs,Polyporales,Polyporales,0.657,1
SH1172407.08FU_UDB039720_reps,Polyporales,Polyporales,0.131,1
SH1191573.08FU_KP135396_reps,Polyporales,Polyporales,0.701,1
SH1191567.08FU_MT561708_reps,Polyporales,Polyporales,0.392,1
SH1213044.08FU_MK430045_reps,Polyporales,Polyporales,0.101,1
SH1179601.08FU_JQ781877_refs,Polyporales,Polyporales,0.866,1
SH1150171.08FU_JN710583_reps,Polyporales,Polyporales,0.101,1
SH1190357.08FU_MK404665_reps,Polyporales,Polyporales,0.0794,1
SH1145847.08FU_UDB031150_reps,Polyporales,Polyporales,0.101,1
SH1179648.08FU_FJ478127_reps,Polyporales,Polyporales,0.835,1
SH1154432.08FU_UDB039776_refs,Polyporales,Polyporales,0.939,1
SH1169582.08FU_UDB014186_reps,Polyporales,Polyporales,0.123,1
SH1153214.08FU_UDB016380_refs,Polyporales,Polyporales,0.0686,1
SH1190330.08FU_KR002894_reps,Polyporales,Polyporales,0.789,1
SH1182776.08FU_JQ428825_reps,Polyporales,Polyporales,0.38,1
SH1206006.08FU_KT203301_refs,Polyporales,Hymenochaetales,0.529,0
SH1154636.08FU_JN387093_refs,Polyporales,Polyporales,0.11,1
SH1215490.08FU_MN592933_reps,Polyporales,Polyporales,0.723,1
SH1175317.08FU_UDB0754059_reps,Polyporales,Polyporales,0.11,1
SH1190353.08FU_KY706060_reps,Polyporales,Polyporales,0.48,1
SH1190339.08FU_MN192926_reps,Polyporales,Polyporales,0.41,1
SH1191533.08FU_AY219391_reps,Polyporales,Polyporales,0.44,1
SH1145896.08FU_JX090114_reps,Polyporales,Polyporales,0.11,1
SH1213341.08FU_MT777413_reps,Polyporales,NA,0.0,0
SH1152005.08FU_KF699123_reps,Polyporales,Polyporales,0.826,1
SH1206154.08FU_UDB016391_refs,Polyporales,Polyporales,0.873,1
SH1238102.08FU_JN105716_reps,Polyporales,Polyporales,0.751,1
SH1238147.08FU_KX494574_refs,Polyporales,Polyporales,0.0798,1
SH1180685.08FU_MT361090_reps,Polyporales,Polyporales,0.268,1
SH1179661.08FU_JQ845094_refs,Polyporales,Polyporales,0.228,1
SH1179670.08FU_KY475567_reps,Polyporales,Polyporales,0.371,1
SH1190361.08FU_KP013025_reps,Polyporales,Polyporales,0.636,1
SH1186500.08FU_JN645065_reps,Polyporales,Polyporales,0.817,1
SH1153079.08FU_JQ314351_refs,Polyporales,Polyporales,0.11,1
SH1206157.08FU_JQ673147_reps,Polyporales,Polyporales,0.28,1
SH1191544.08FU_MT235689_reps,Polyporales,Polyporales,0.34,1
SH1179665.08FU_HQ848475_reps,Polyporales,Polyporales,0.645,1
SH1176915.08FU_FJ467367_reps,Polyporales,Polyporales,0.694,1
SH1149607.08FU_UDB0227727_reps,Polyporales,Polyporales,0.0888,1
SH2592937.08FU_MH409961_reps,Polyporales,Polyporales,0.104,1
SH1153088.08FU_KC595926_refs,Polyporales,Polyporales,0.773,1
SH1153215.08FU_KY244090_refs,Polyporales,Polyporales,0.104,1
SH1153560.08FU_KY038470_refs,Polyporales,Polyporales,0.109,1
SH1154218.08FU_UDB016393_refs,Polyporales,Polyporales,0.481,1
SH1206152.08FU_JN710559_reps,Polyporales,Polyporales,0.0605,1
SH1156728.08FU_AF429422_refs,Polyporales,Polyporales,0.142,1
SH1215243.08FU_AY198209_refs,Polyporales,Polyporales,0.0781,1
SH1169593.08FU_GQ409516_reps,Polyporales,Polyporales,0.118,1
SH1180217.08FU_MH859898_reps,Polyporales,Polyporales,0.895,1
SH1169581.08FU_GQ421323_reps,Polyporales,Polyporales,0.122,1
SH1153084.08FU_KT156691_reps,Polyporales,Polyporales,0.822,1
SH1212391.08FU_MT050490_reps,Polyporales,Polyporales,0.748,1
SH1215529.08FU_FM202494_reps,Polyporales,Polyporales,0.125,1
SH1150758.08FU_MK694736_reps,Polyporales,Polyporales,0.138,1
SH1154230.08FU_KU189756_reps,Polyporales,Polyporales,0.109,1
SH1172404.08FU_LC327042_reps,Polyporales,NA,0.0,0
SH1184423.08FU_KC507227_reps,Polyporales,Polyporales,0.08,1
SH1213045.08FU_KP012888_reps,Polyporales,Polyporales,0.0656,1
SH1244661.08FU_KU550476_refs,Polyporales,Polyporales,0.11,1
SH1152010.08FU_MK269252_reps,Polyporales,Polyporales,0.765,1
SH1181714.08FU_KP859303_reps,Polyporales,Polyporales,0.0612,1
SH2605717.08FU_UDB0115787_reps,Polyporales,NA,0.0,0
SH2612544.08FU_UDB0502777_reps,Polyporales,Polyporales,0.0555,1
SH1153072.08FU_KU866249_refs,Polyporales,Polyporales,0.954,1
SH1145988.08FU_UDB036688_reps,Polyporales,Polyporales,0.104,1
SH1172405.08FU_KC514819_reps,Polyporales,Polyporales,0.813,1
SH1184137.08FU_AB472639_refs,Polyporales,Polyporales,0.846,1
SH1177860.08FU_UDB016383_refs,Polyporales,Polyporales,0.932,1
SH1235528.08FU_JQ700283_refs,Polyporales,Polyporales,0.11,1
SH1178410.08FU_UDB016274_refs,Polyporales,Polyporales,0.0827,1
SH1150133.08FU_KC867350_refs,Polyporales,Polyporales,0.0941,1
SH1153573.08FU_KY038474_refs,Polyporales,Polyporales,0.109,1
SH1156731.08FU_HG000303_refs,Polyporales,Polyporales,0.131,1
SH1179673.08FU_KR816526_reps,Polyporales,Polyporales,0.689,1
SH1179635.08FU_KP133197_reps,Polyporales,Polyporales,0.807,1
SH1186494.08FU_KJ654364_reps,Polyporales,Polyporales,0.0803,1
SH1151130.08FU_UDB032573_reps,Polyporales,Polyporales,0.4,1
SH1175943.08FU_EU118656_refs,Polyporales,Polyporales,0.59,1
SH1179623.08FU_JQ314373_refs,Polyporales,Polyporales,0.194,1
SH1190576.08FU_MF772343_reps,Polyporales,Polyporales,0.0447,1
SH1190331.08FU_KC867362_refs,Polyporales,Polyporales,0.658,1
SH1191492.08FU_FN600384_refs,Polyporales,Polyporales,0.937,1
SH1154225.08FU_AF516569_refs,Polyporales,Polyporales,0.109,1
SH1149305.08FU_KX851639_reps,Polyporales,Polyporales,0.0636,1
SH1245520.08FU_EU118613_reps,Polyporales,Polyporales,0.0651,1
SH1191488.08FU_UDB014259_refs,Polyporales,Polyporales,0.784,1
SH1191540.08FU_AB298703_reps,Polyporales,Polyporales,0.465,1
SH3567394.08FU_MN077530_reps,Polyporales,Polyporales,0.302,1
SH1174108.08FU_KX880622_reps,Polyporales,Polyporales,0.715,1
SH1153090.08FU_JX090121_reps,Polyporales,Polyporales,0.109,1
SH1184380.08FU_KU941852_refs,Polyporales,Polyporales,0.0872,1
SH1152002.08FU_JF950565_refs,Polyporales,Polyporales,0.657,1
SH1213245.08FU_UDB0351869_reps,Polyporales,Polyporales,0.101,1
SH1153085.08FU_KX423689_refs,Polyporales,Polyporales,0.646,1
SH1152001.08FU_HM583849_reps,Polyporales,Polyporales,0.465,1
SH1148978.08FU_FN552537_reps,Polyporales,Polyporales,0.114,1
SH1190342.08FU_KY449343_reps,Polyporales,Polyporales,0.784,1
SH1181930.08FU_UDB019412_reps,Polyporales,Polyporales,0.11,1
SH1188638.08FU_HQ654097_reps,Polyporales,Polyporales,0.717,1
SH1156944.08FU_MH862334_reps,Polyporales,Polyporales,0.109,1
SH1153065.08FU_UDB011618_refs,Polyporales,Polyporales,0.946,1
SH1213036.08FU_UDB003221_refs,Polyporales,Polyporales,0.0686,1
SH1238142.08FU_LC427025_reps,Polyporales,Polyporales,0.0718,1
SH1153067.08FU_JQ700276_refs,Polyporales,Polyporales,0.931,1
SH1179612.08FU_JX941573_refs,Polyporales,Polyporales,0.766,1
SH1180491.08FU_JN649356_reps,Polyporales,Polyporales,0.287,1
SH1179631.08FU_FJ411087_refs,Polyporales,Polyporales,0.532,1
SH1146331.08FU_JX623902_refs,Polyporales,Polyporales,0.123,1
SH1168483.08FU_KJ140573_reps,Polyporales,Polyporales,0.066,1
SH1184324.08FU_MT372798_reps,Polyporales,Polyporales,0.815,1
SH1206143.08FU_UDB0413838_reps,Polyporales,Thelephorales,0.925,0
SH1170418.08FU_LC176773_reps,Polyporales,Polyporales,0.11,1
SH1191412.08FU_KY175006_reps,Polyporales,Polyporales,0.0918,1
SH1160146.08FU_KT895883_reps,Polyporales,Polyporales,0.62,1
SH1179654.08FU_MG279151_reps,Polyporales,Polyporales,0.869,1
SH1146337.08FU_KX752608_refs,Polyporales,Polyporales,0.0798,1
SH1215408.08FU_MH856077_reps,Polyporales,Polyporales,0.0612,1
SH1177599.08FU_KM267730_reps,Polyporales,Polyporales,0.502,1
SH1215404.08FU_UDB0755016_reps,Polyporales,NA,0.0,0
SH1169695.08FU_UDB0608952_reps,Polyporales,Polyporales,0.0599,1
SH1148976.08FU_DQ309066_refs,Polyporales,Polyporales,0.0742,1
SH1179606.08FU_JQ861752_refs,Polyporales,Polyporales,0.813,1
SH1151989.08FU_KC585366_reps,Polyporales,Polyporales,0.439,1
SH1179550.08FU_HQ876603_reps,Polyporales,Polyporales,0.2,1
SH1189836.08FU_MK796502_reps,Polyporales,Polyporales,0.068,1
SH1238222.08FU_MH861808_reps,Polyporales,Polyporales,0.0749,1
SH1239586.08FU_UDB039701_reps,Polyporales,Polyporales,0.0993,1
SH1213344.08FU_UDB034137_refs,Polyporales,Polyporales,0.11,1
SH1148971.08FU_KJ140683_refs,Polyporales,Polyporales,0.0923,1
SH1170433.08FU_MF773684_reps,Polyporales,Polyporales,0.11,1
SH1180539.08FU_KX752606_refs,Polyporales,Polyporales,0.0726,1
SH1179640.08FU_JX310849_reps,Polyporales,Polyporales,0.818,1
SH2593850.08FU_KX900048_reps,Polyporales,Polyporales,0.427,1
SH1154435.08FU_KT895877_reps,Polyporales,Polyporales,0.828,1
SH1153219.08FU_KR093908_reps,Polyporales,Polyporales,0.274,1
SH1175938.08FU_HQ728290_refs,Polyporales,Polyporales,0.239,1
SH1215405.08FU_MN103599_reps,Polyporales,Polyporales,0.0612,1
SH1179614.08FU_KX000896_refs,Polyporales,Polyporales,0.854,1
SH1186469.08FU_JN164989_refs,Polyporales,Polyporales,0.929,1
SH1236883.08FU_UDB011616_refs,Polyporales,Polyporales,0.131,1
SH2593339.08FU_MN007009_reps,Polyporales,Polyporales,0.103,1
SH1190113.08FU_KU550477_refs,Polyporales,Polyporales,0.0502,1
SH1154217.08FU_UDB015689_refs,Polyporales,Polyporales,0.109,1
SH1188785.08FU_MF139552_reps,Polyporales,Polyporales,0.101,1
SH1238133.08FU_KP283501_reps,Polyporales,Polyporales,0.0722,1
SH1190062.08FU_KY980672_reps,Polyporales,Polyporales,0.101,1
